full-fledged_rock: Topic: 5, Keyword number: 0
lou_unwarranted: Topic: 7228, Keyword number: 20
reality_seeping: Topic: 7228, Keyword number: 21
see_echoes: Topic: 7228, Keyword number: 22
downey_arrested: Topic: 7228, Keyword number: 23
whose_versatility: Topic: 7228, Keyword number: 24
black: Topic: 7230, Keyword number: 0
white: Topic: 7230, Keyword number: 1
hip-hop: Topic: 7230, Keyword number: 2
tyson: Topic: 7230, Keyword number: 3
toback: Topic: 7230, Keyword number: 4
downey: Topic: 7230, Keyword number: 5
terry: Topic: 7230, Keyword number: 6
scott: Topic: 7230, Keyword number: 7
cardinal: Topic: 7230, Keyword number: 8
youth: Topic: 7230, Keyword number: 9
seeing: Topic: 7230, Keyword number: 10
becoming: Topic: 7230, Keyword number: 11
trying_bribe: Topic: 7230, Keyword number: 12
terry_scott: Topic: 7230, Keyword number: 13
toback's: Topic: 7230, Keyword number: 14
improvised: Topic: 7230, Keyword number: 15
claudia_schiffer: Topic: 7230, Keyword number: 16
schiffer: Topic: 7230, Keyword number: 17
shields: Topic: 7230, Keyword number: 18
hip-hop_artists: Topic: 7230, Keyword number: 19
dean's: Topic: 7230, Keyword number: 20
bribe: Topic: 7230, Keyword number: 21
gangstas: Topic: 7230, Keyword number: 22
remembered: Topic: 7230, Keyword number: 23
marla: Topic: 7230, Keyword number: 24
outside_enveloped: Topic: 7233, Keyword number: 0
old_twilight: Topic: 7233, Keyword number: 1
flanagan: Topic: 7233, Keyword number: 2
overloaded_much: Topic: 7233, Keyword number: 3
bizarre_atmosphere: Topic: 7233, Keyword number: 4
frank_corwin: Topic: 7233, Keyword number: 5
sorvino_harris: Topic: 7233, Keyword number: 6
nixon_rest: Topic: 7233, Keyword number: 7
statuette: Topic: 7233, Keyword number: 8
picture_american: Topic: 7233, Keyword number: 9
it's_three-hour: Topic: 7233, Keyword number: 10
joan_allen's: Topic: 7233, Keyword number: 11
back_anything: Topic: 7233, Keyword number: 12
james_woods: Topic: 7233, Keyword number: 13
movie: Topic: 7233, Keyword number: 14
needlessly_taunts: Topic: 7234, Keyword number: 0
still_prove: Topic: 7234, Keyword number: 1
vail_richard: Topic: 7236, Keyword number: 0
prosecutor: Topic: 7236, Keyword number: 1
fear_respectable: Topic: 7236, Keyword number: 2
ending_liked: Topic: 7236, Keyword number: 3
film_edward: Topic: 7236, Keyword number: 4
unspectacular_best: Topic: 7236, Keyword number: 5
capable_unspectacular: Topic: 7236, Keyword number: 6
unfortunately_don't: Topic: 7236, Keyword number: 7
standard_role: Topic: 7236, Keyword number: 8
seeker_justice: Topic: 7236, Keyword number: 9
job_first: Topic: 7236, Keyword number: 10
attorney_martin: Topic: 7236, Keyword number: 11
accused_strongly: Topic: 7236, Keyword number: 12
private_faces: Topic: 7236, Keyword number: 13
assigned_former: Topic: 7236, Keyword number: 14
case_presumably: Topic: 7236, Keyword number: 15
drug-dealers_sees: Topic: 7236, Keyword number: 16
men_drug-dealers: Topic: 7236, Keyword number: 17
drug-dealers: Topic: 7236, Keyword number: 18
money_fame: Topic: 7236, Keyword number: 19
determine_long: Topic: 7236, Keyword number: 20
unspoken_feelings: Topic: 7236, Keyword number: 21
sympathy_yet: Topic: 7236, Keyword number: 22
unwelcome_advice: Topic: 7236, Keyword number: 23
sad-looking_bride: Topic: 7236, Keyword number: 24
daisy: Topic: 7239, Keyword number: 0
miss_daisy: Topic: 7239, Keyword number: 1
tandy: Topic: 7239, Keyword number: 2
driving: Topic: 7239, Keyword number: 3
chauffeur: Topic: 7239, Keyword number: 4
sap_driving: Topic: 7239, Keyword number: 5
heart_never: Topic: 7239, Keyword number: 6
tugs_heart: Topic: 7239, Keyword number: 7
beresford_wisely: Topic: 7239, Keyword number: 8
say_beresford: Topic: 7239, Keyword number: 9
delicate_subtlety: Topic: 7239, Keyword number: 10
filmmakers_achieved: Topic: 7239, Keyword number: 11
adapting_driving: Topic: 7239, Keyword number: 12
cinematic_touches: Topic: 7239, Keyword number: 13
accordingly_offers: Topic: 7239, Keyword number: 14
movie_accordingly: Topic: 7239, Keyword number: 15
shooting_movie: Topic: 7239, Keyword number: 16
stagey: Topic: 7239, Keyword number: 17
daisy_seems: Topic: 7239, Keyword number: 18
crimes_heart: Topic: 7239, Keyword number: 19
lupone_direction: Topic: 7239, Keyword number: 20
housekeeper_idella: Topic: 7239, Keyword number: 21
daisy's_housekeeper: Topic: 7239, Keyword number: 22
good_move: Topic: 7239, Keyword number: 23
aykroyd_taking: Topic: 7239, Keyword number: 24
one: Topic: 7240, Keyword number: 0
seven_nights: Topic: 7240, Keyword number: 1
six_days: Topic: 7240, Keyword number: 2
quinn: Topic: 7240, Keyword number: 3
ford: Topic: 7240, Keyword number: 4
nights: Topic: 7240, Keyword number: 5
plane: Topic: 7240, Keyword number: 6
pairing: Topic: 7240, Keyword number: 7
pace_brisk: Topic: 7240, Keyword number: 8
keeps_pace: Topic: 7240, Keyword number: 9
david_schwimmer: Topic: 7240, Keyword number: 10
schwimmer: Topic: 7240, Keyword number: 11
frank_david: Topic: 7240, Keyword number: 12
pirates: Topic: 7240, Keyword number: 13
robin_monroe: Topic: 7240, Keyword number: 14
editor_robin: Topic: 7240, Keyword number: 15
magazine_editor: Topic: 7240, Keyword number: 16
york_magazine: Topic: 7240, Keyword number: 17
magazine: Topic: 7240, Keyword number: 18
deserted: Topic: 7240, Keyword number: 19
anne_heche: Topic: 7240, Keyword number: 20
monroe: Topic: 7240, Keyword number: 21
brisk: Topic: 7240, Keyword number: 22
editor: Topic: 7240, Keyword number: 23
reitman: Topic: 7240, Keyword number: 24
past_five: Topic: 7242, Keyword number: 0
time_seems: Topic: 7249, Keyword number: 0
story: Topic: 7251, Keyword number: 0
animation: Topic: 7251, Keyword number: 1
story_unfold: Topic: 7251, Keyword number: 2
develop: Topic: 7251, Keyword number: 3
deep: Topic: 7251, Keyword number: 4
lucy: Topic: 7251, Keyword number: 5
producers_directors: Topic: 7251, Keyword number: 6
going_use: Topic: 7251, Keyword number: 7
effects_probably: Topic: 7251, Keyword number: 8
blow_full-size: Topic: 7251, Keyword number: 9
location_sahara: Topic: 7251, Keyword number: 10
uncreative_existence: Topic: 7251, Keyword number: 11
industry_time: Topic: 7251, Keyword number: 12
line_get: Topic: 7251, Keyword number: 13
put_reputation: Topic: 7251, Keyword number: 14
land_david: Topic: 7251, Keyword number: 15
sit_theater: Topic: 7251, Keyword number: 16
location_face: Topic: 7251, Keyword number: 17
uninhabitable_location: Topic: 7251, Keyword number: 18
turks_help: Topic: 7251, Keyword number: 19
fight_turks: Topic: 7251, Keyword number: 20
rallying_various: Topic: 7251, Keyword number: 21
desert_dwelling: Topic: 7251, Keyword number: 22
lawrence_quickly: Topic: 7251, Keyword number: 23
army_lawrence: Topic: 7251, Keyword number: 24
black: Topic: 7256, Keyword number: 0
joe_black: Topic: 7256, Keyword number: 1
boxing: Topic: 7256, Keyword number: 2
william_parrish: Topic: 7256, Keyword number: 3
film_death: Topic: 7256, Keyword number: 4
unity: Topic: 7256, Keyword number: 5
problems_seems: Topic: 7256, Keyword number: 6
nature_death: Topic: 7256, Keyword number: 7
murkily_never: Topic: 7256, Keyword number: 8
film_handled: Topic: 7256, Keyword number: 9
relish_reminiscent: Topic: 7256, Keyword number: 10
ambitious_executive: Topic: 7256, Keyword number: 11
jake_weber: Topic: 7256, Keyword number: 12
place_drew: Topic: 7256, Keyword number: 13
out-of-place_overly: Topic: 7256, Keyword number: 14
likely_due: Topic: 7256, Keyword number: 15
interactions_joe: Topic: 7256, Keyword number: 16
rushed_romantic: Topic: 7256, Keyword number: 17
side_though: Topic: 7256, Keyword number: 18
complex_pleasures: Topic: 7256, Keyword number: 19
human_name: Topic: 7256, Keyword number: 20
pitt_wants: Topic: 7256, Keyword number: 21
died_brad: Topic: 7256, Keyword number: 22
death_stalking: Topic: 7256, Keyword number: 23
forlani_william: Topic: 7256, Keyword number: 24
grotesque_parody: Topic: 7257, Keyword number: 0
arch-rival: Topic: 7257, Keyword number: 1
doctor: Topic: 7258, Keyword number: 0
good: Topic: 7258, Keyword number: 1
he's: Topic: 7258, Keyword number: 2
makes: Topic: 7258, Keyword number: 3
film: Topic: 7258, Keyword number: 4
series: Topic: 7258, Keyword number: 5
close: Topic: 7258, Keyword number: 6
head: Topic: 7258, Keyword number: 7
young: Topic: 7258, Keyword number: 8
screen: Topic: 7258, Keyword number: 9
got: Topic: 7258, Keyword number: 10
miss: Topic: 7258, Keyword number: 11
sam: Topic: 7258, Keyword number: 12
cross: Topic: 7258, Keyword number: 13
fans: Topic: 7258, Keyword number: 14
told: Topic: 7258, Keyword number: 15
plays: Topic: 7258, Keyword number: 16
around: Topic: 7258, Keyword number: 17
well: Topic: 7258, Keyword number: 18
sam_deed: Topic: 7258, Keyword number: 19
alien: Topic: 7258, Keyword number: 20
eventually: Topic: 7258, Keyword number: 21
slow: Topic: 7258, Keyword number: 22
went: Topic: 7258, Keyword number: 23
felt: Topic: 7258, Keyword number: 24
midnight: Topic: 7259, Keyword number: 0
permanent_midnight: Topic: 7259, Keyword number: 1
permanent: Topic: 7259, Keyword number: 2
strangely_absorbing: Topic: 7259, Keyword number: 3
absorbing: Topic: 7259, Keyword number: 4
midnight_dark: Topic: 7259, Keyword number: 5
see_permanent: Topic: 7259, Keyword number: 6
needle-jabbing_performance: Topic: 7259, Keyword number: 7
never_pushes: Topic: 7259, Keyword number: 8
around_eyes: Topic: 7259, Keyword number: 9
mascara: Topic: 7259, Keyword number: 10
burroughs_take: Topic: 7259, Keyword number: 11
doped-up: Topic: 7259, Keyword number: 12
get_hooks: Topic: 7259, Keyword number: 13
fails_get: Topic: 7259, Keyword number: 14
heavily-bespectacled_hollywood: Topic: 7259, Keyword number: 15
miscast--as_heavily-bespectacled: Topic: 7259, Keyword number: 16
heavily-bespectacled: Topic: 7259, Keyword number: 17
garofalo: Topic: 7259, Keyword number: 18
kitty_norristown's: Topic: 7259, Keyword number: 19
kitty: Topic: 7259, Keyword number: 20
lover_called: Topic: 7259, Keyword number: 21
profanity_dubbed: Topic: 7259, Keyword number: 22
right_entered: Topic: 7259, Keyword number: 23
york_to--again: Topic: 7259, Keyword number: 24
king: Topic: 7263, Keyword number: 0
awareness: Topic: 7263, Keyword number: 1
climate: Topic: 7263, Keyword number: 2
western: Topic: 7263, Keyword number: 3
grasp: Topic: 7263, Keyword number: 4
perhaps_even: Topic: 7263, Keyword number: 5
possibly_disturbing: Topic: 7263, Keyword number: 6
issuing_character: Topic: 7263, Keyword number: 7
centre_attention: Topic: 7263, Keyword number: 8
tones_play: Topic: 7263, Keyword number: 9
given_past: Topic: 7263, Keyword number: 10
turn_demonstrating: Topic: 7263, Keyword number: 11
lacking_frenetic: Topic: 7263, Keyword number: 12
role_seriously: Topic: 7263, Keyword number: 13
scathing_commentary: Topic: 7263, Keyword number: 14
resultant_effect: Topic: 7263, Keyword number: 15
insulatory: Topic: 7263, Keyword number: 16
indicting_damning: Topic: 7263, Keyword number: 17
gazers_might: Topic: 7263, Keyword number: 18
elsewhere_film: Topic: 7263, Keyword number: 19
thankfully_avoided: Topic: 7263, Keyword number: 20
realisation_inspired: Topic: 7263, Keyword number: 21
system_formula: Topic: 7263, Keyword number: 22
sunny_sense: Topic: 7263, Keyword number: 23
grasp_implications: Topic: 7263, Keyword number: 24
salon_entrance: Topic: 7264, Keyword number: 0
ever_life: Topic: 7264, Keyword number: 1
made_ill--we: Topic: 7264, Keyword number: 2
years_can't: Topic: 7264, Keyword number: 3
launch_first: Topic: 7264, Keyword number: 4
cardinals_bishops: Topic: 7264, Keyword number: 5
responsible_killing: Topic: 7264, Keyword number: 6
order_replace: Topic: 7264, Keyword number: 7
needed_destroyed: Topic: 7264, Keyword number: 8
vishnu_preserved: Topic: 7264, Keyword number: 9
pipes: Topic: 7264, Keyword number: 10
especially_groundbreaking: Topic: 7267, Keyword number: 0
chereau_keeps: Topic: 7267, Keyword number: 1
virtual_cloud-backed: Topic: 7268, Keyword number: 0
kids_don't: Topic: 7268, Keyword number: 1
somebody_clue: Topic: 7268, Keyword number: 2
engages: Topic: 7268, Keyword number: 3
demonstration_victory: Topic: 7269, Keyword number: 0
devised_serpent: Topic: 7269, Keyword number: 1
serpent: Topic: 7269, Keyword number: 2
foundation_upon: Topic: 7269, Keyword number: 3
focus_remain: Topic: 7269, Keyword number: 4
crowe_could: Topic: 7269, Keyword number: 5
failed_resulting: Topic: 7269, Keyword number: 6
earlier_patients: Topic: 7269, Keyword number: 7
film_highly: Topic: 7269, Keyword number: 8
hoods: Topic: 7269, Keyword number: 9
car_salesman: Topic: 7269, Keyword number: 10
nefarious_schemes: Topic: 7269, Keyword number: 11
notice_movie: Topic: 7269, Keyword number: 12
thing_notice: Topic: 7269, Keyword number: 13
movie_poses: Topic: 7269, Keyword number: 14
skirmishes: Topic: 7269, Keyword number: 15
swords: Topic: 7269, Keyword number: 16
film_audience: Topic: 7269, Keyword number: 17
six: Topic: 7269, Keyword number: 18
persona: Topic: 7269, Keyword number: 19
initially_appears: Topic: 7270, Keyword number: 0
eschewing_conclusion: Topic: 7270, Keyword number: 1
current_girl: Topic: 7270, Keyword number: 2
sum_nasty: Topic: 7270, Keyword number: 3
mike's_old: Topic: 7270, Keyword number: 4
scholarly_matters: Topic: 7270, Keyword number: 5
poker_aficionado: Topic: 7270, Keyword number: 6
high-stakes_match: Topic: 7270, Keyword number: 7
killer_high-stakes: Topic: 7270, Keyword number: 8
sums_effectiveness: Topic: 7270, Keyword number: 9
players_grasp: Topic: 7270, Keyword number: 10
rooms_new: Topic: 7270, Keyword number: 11
shifts_focus: Topic: 7270, Keyword number: 12
life_seems: Topic: 7270, Keyword number: 13
population: Topic: 7270, Keyword number: 14
underground: Topic: 7270, Keyword number: 15
west: Topic: 7270, Keyword number: 16
sisters: Topic: 7271, Keyword number: 0
hear_adult: Topic: 7271, Keyword number: 1
family_isn't: Topic: 7271, Keyword number: 2
kate's_hold: Topic: 7271, Keyword number: 3
fate_kite: Topic: 7271, Keyword number: 4
pained_another: Topic: 7271, Keyword number: 5
hold_string: Topic: 7271, Keyword number: 6
movie_framed: Topic: 7271, Keyword number: 7
sad_music: Topic: 7271, Keyword number: 8
tap_bodies: Topic: 7271, Keyword number: 9
pagan: Topic: 7271, Keyword number: 10
film_naturalness: Topic: 7271, Keyword number: 11
caused_years: Topic: 7271, Keyword number: 12
background_given: Topic: 7271, Keyword number: 13
strict_schoolteacher: Topic: 7271, Keyword number: 14
tale_loss: Topic: 7271, Keyword number: 15
close-knit_yet: Topic: 7271, Keyword number: 16
setting_shifted: Topic: 7271, Keyword number: 17
seat_theater: Topic: 7271, Keyword number: 18
women_note: Topic: 7271, Keyword number: 19
place_one: Topic: 7271, Keyword number: 20
mischievous: Topic: 7271, Keyword number: 21
film_began: Topic: 7271, Keyword number: 22
circle: Topic: 7271, Keyword number: 23
real_people: Topic: 7271, Keyword number: 24
sexual_freedom: Topic: 7273, Keyword number: 0
iris: Topic: 7273, Keyword number: 1
niro: Topic: 7273, Keyword number: 2
melancholy_softens: Topic: 7273, Keyword number: 3
light_steam: Topic: 7273, Keyword number: 4
situation_martin: Topic: 7273, Keyword number: 5
gone_present: Topic: 7273, Keyword number: 6
like_travis: Topic: 7273, Keyword number: 7
can't_fool: Topic: 7273, Keyword number: 8
freedom_much: Topic: 7273, Keyword number: 9
iris_found: Topic: 7273, Keyword number: 10
befriended_real-life: Topic: 7273, Keyword number: 11
bad_side: Topic: 7273, Keyword number: 12
hand_show: Topic: 7273, Keyword number: 13
everybody_assumes: Topic: 7273, Keyword number: 14
give_distinctively: Topic: 7273, Keyword number: 15
actors_give: Topic: 7273, Keyword number: 16
scum_something: Topic: 7273, Keyword number: 17
recognise_tin: Topic: 7273, Keyword number: 18
interviewers_make: Topic: 7273, Keyword number: 19
towards_crime: Topic: 7273, Keyword number: 20
occurred_previous: Topic: 7273, Keyword number: 21
rapid_social: Topic: 7273, Keyword number: 22
reality_dirty: Topic: 7273, Keyword number: 23
interest_iris: Topic: 7273, Keyword number: 24
task_plot: Topic: 7274, Keyword number: 0
hebrews_egyptians: Topic: 7274, Keyword number: 1
eyes_eyes: Topic: 7278, Keyword number: 0
struggle_addiction: Topic: 7278, Keyword number: 1
scares_d-reper: Topic: 7278, Keyword number: 2
beings_never: Topic: 7278, Keyword number: 3
without_saying: Topic: 7278, Keyword number: 4
tim: Topic: 7278, Keyword number: 5
run_lola: Topic: 7280, Keyword number: 0
twenty_minutes: Topic: 7280, Keyword number: 1
fun_offers: Topic: 7280, Keyword number: 2
roller-coaster: Topic: 7280, Keyword number: 3
lasted_equivalent: Topic: 7280, Keyword number: 4
good_lasted: Topic: 7280, Keyword number: 5
matter_running: Topic: 7280, Keyword number: 6
flash_watching: Topic: 7280, Keyword number: 7
ideas_occasionally: Topic: 7280, Keyword number: 8
tykwer's_movie: Topic: 7280, Keyword number: 9
made_pure: Topic: 7280, Keyword number: 10
exciting_well: Topic: 7280, Keyword number: 11
often_outrageously: Topic: 7280, Keyword number: 12
indeed_movie: Topic: 7280, Keyword number: 13
bored_run: Topic: 7280, Keyword number: 14
insane_zooms: Topic: 7280, Keyword number: 15
kinds_insane: Topic: 7280, Keyword number: 16
camerawork_kinds: Topic: 7280, Keyword number: 17
doors_steroids: Topic: 7280, Keyword number: 18
