near_dear: Topic: 0, Keyword number: 0
resist_i'm: Topic: 787, Keyword number: 19
chemistry_that's: Topic: 787, Keyword number: 20
glorious_work: Topic: 787, Keyword number: 21
ryan_think: Topic: 787, Keyword number: 22
billion_miles: Topic: 787, Keyword number: 23
award_damn: Topic: 787, Keyword number: 24
ray: Topic: 788, Keyword number: 0
gerry: Topic: 788, Keyword number: 1
computers: Topic: 788, Keyword number: 2
embarks: Topic: 788, Keyword number: 3
modem_kind: Topic: 788, Keyword number: 4
entire_life: Topic: 788, Keyword number: 5
calling: Topic: 788, Keyword number: 6
melodrama: Topic: 788, Keyword number: 7
reached: Topic: 788, Keyword number: 8
suspenseful: Topic: 788, Keyword number: 9
learn: Topic: 788, Keyword number: 10
workings: Topic: 788, Keyword number: 11
potential: Topic: 788, Keyword number: 12
matthew: Topic: 788, Keyword number: 13
secret: Topic: 788, Keyword number: 14
standing_make: Topic: 788, Keyword number: 15
loneliness_sad: Topic: 788, Keyword number: 16
julia_knows: Topic: 788, Keyword number: 17
hugh_stars: Topic: 788, Keyword number: 18
stars_hugh: Topic: 788, Keyword number: 19
end_gets: Topic: 788, Keyword number: 20
kinsella's_spiritual: Topic: 788, Keyword number: 21
capturing_emotions: Topic: 788, Keyword number: 22
succeeds_capturing: Topic: 788, Keyword number: 23
wonder_mystery: Topic: 788, Keyword number: 24
batman: Topic: 789, Keyword number: 0
cgi: Topic: 789, Keyword number: 1
batman_robin: Topic: 789, Keyword number: 2
based: Topic: 789, Keyword number: 3
wesley_snipes: Topic: 789, Keyword number: 4
instantly: Topic: 789, Keyword number: 5
comic_book: Topic: 789, Keyword number: 6
pillow: Topic: 789, Keyword number: 7
sword: Topic: 789, Keyword number: 8
notes_pillow: Topic: 789, Keyword number: 9
wonderful_performances: Topic: 789, Keyword number: 10
many_ideas: Topic: 789, Keyword number: 11
blood_god: Topic: 789, Keyword number: 12
summoning: Topic: 789, Keyword number: 13
rodney: Topic: 789, Keyword number: 14
post: Topic: 789, Keyword number: 15
ideas: Topic: 789, Keyword number: 16
flash: Topic: 789, Keyword number: 17
art: Topic: 789, Keyword number: 18
debate_reared: Topic: 789, Keyword number: 19
everyone_affected: Topic: 789, Keyword number: 20
literally_camps: Topic: 789, Keyword number: 21
bend_rules: Topic: 789, Keyword number: 22
male_prisoners: Topic: 789, Keyword number: 23
although_suffers: Topic: 789, Keyword number: 24
rico: Topic: 790, Keyword number: 0
lost: Topic: 790, Keyword number: 1
island: Topic: 790, Keyword number: 2
dinosaurs: Topic: 790, Keyword number: 3
field_dreams: Topic: 790, Keyword number: 4
jurassic_park: Topic: 790, Keyword number: 5
grant: Topic: 790, Keyword number: 6
revenge: Topic: 790, Keyword number: 7
son: Topic: 790, Keyword number: 8
force: Topic: 790, Keyword number: 9
way: Topic: 790, Keyword number: 10
joe: Topic: 790, Keyword number: 11
taymor: Topic: 790, Keyword number: 12
radical: Topic: 790, Keyword number: 13
island_safe: Topic: 790, Keyword number: 14
come_back: Topic: 790, Keyword number: 15
nemesis: Topic: 790, Keyword number: 16
half: Topic: 790, Keyword number: 17
back: Topic: 790, Keyword number: 18
society: Topic: 790, Keyword number: 19
antarctic: Topic: 790, Keyword number: 20
confronting: Topic: 790, Keyword number: 21
breed: Topic: 790, Keyword number: 22
levy: Topic: 790, Keyword number: 23
lost_world: Topic: 790, Keyword number: 24
labors: Topic: 791, Keyword number: 0
shell: Topic: 791, Keyword number: 1
labor: Topic: 791, Keyword number: 2
hos: Topic: 791, Keyword number: 3
special_vehicle: Topic: 791, Keyword number: 4
industries: Topic: 791, Keyword number: 5
shinohara_heavy: Topic: 791, Keyword number: 6
tokyo: Topic: 791, Keyword number: 7
patrol_labors: Topic: 791, Keyword number: 8
anime: Topic: 791, Keyword number: 9
robots: Topic: 791, Keyword number: 10
robot: Topic: 791, Keyword number: 11
subtitles: Topic: 791, Keyword number: 12
cinematography: Topic: 791, Keyword number: 13
instance_story: Topic: 791, Keyword number: 14
old_cliche: Topic: 791, Keyword number: 15
large_it's: Topic: 791, Keyword number: 16
adventure_certainly: Topic: 791, Keyword number: 17
giger's_design: Topic: 791, Keyword number: 18
next_generation's: Topic: 791, Keyword number: 19
area_escaping: Topic: 791, Keyword number: 20
position_radio: Topic: 791, Keyword number: 21
version_use: Topic: 791, Keyword number: 22
human_intermediary: Topic: 791, Keyword number: 23
life_earth: Topic: 791, Keyword number: 24
best_friend's: Topic: 792, Keyword number: 0
friend's: Topic: 792, Keyword number: 1
friend's_wedding: Topic: 792, Keyword number: 2
julianne: Topic: 792, Keyword number: 3
michael: Topic: 792, Keyword number: 4
eastwood: Topic: 792, Keyword number: 5
everett: Topic: 792, Keyword number: 6
brow: Topic: 792, Keyword number: 7
marks: Topic: 792, Keyword number: 8
love: Topic: 792, Keyword number: 9
rupert: Topic: 792, Keyword number: 10
old_ways: Topic: 792, Keyword number: 11
way_samurai: Topic: 792, Keyword number: 12
mulroney: Topic: 792, Keyword number: 13
julia: Topic: 792, Keyword number: 14
entirely: Topic: 792, Keyword number: 15
everett's: Topic: 792, Keyword number: 16
moments_best: Topic: 792, Keyword number: 17
kimmy's: Topic: 792, Keyword number: 18
michael's: Topic: 792, Keyword number: 19
julianne_michael: Topic: 792, Keyword number: 20
dermot_mulroney: Topic: 792, Keyword number: 21
dermot: Topic: 792, Keyword number: 22
rupert_everett: Topic: 792, Keyword number: 23
vessey: Topic: 792, Keyword number: 24
mystery: Topic: 793, Keyword number: 0
complex: Topic: 793, Keyword number: 1
gilbert's: Topic: 793, Keyword number: 2
becky: Topic: 793, Keyword number: 3
april: Topic: 793, Keyword number: 4
would_become: Topic: 793, Keyword number: 5
cheap: Topic: 793, Keyword number: 6
legendary: Topic: 793, Keyword number: 7
characters: Topic: 793, Keyword number: 8
lets: Topic: 793, Keyword number: 9
hans_solo: Topic: 793, Keyword number: 10
darlene_cates: Topic: 793, Keyword number: 11
fundamentalists: Topic: 793, Keyword number: 12
turns_good: Topic: 793, Keyword number: 13
lifeboat: Topic: 793, Keyword number: 14
bluntman: Topic: 793, Keyword number: 15
gilbert_grape: Topic: 793, Keyword number: 16
obscures: Topic: 793, Keyword number: 17
new_dinosaurs: Topic: 793, Keyword number: 18
flaw: Topic: 793, Keyword number: 19
glover: Topic: 793, Keyword number: 20
challenging: Topic: 793, Keyword number: 21
scores: Topic: 793, Keyword number: 22
science_fiction: Topic: 793, Keyword number: 23
appear: Topic: 793, Keyword number: 24
it's: Topic: 794, Keyword number: 0
well: Topic: 794, Keyword number: 1
first: Topic: 794, Keyword number: 2
really: Topic: 794, Keyword number: 3
action: Topic: 794, Keyword number: 4
love: Topic: 794, Keyword number: 5
get: Topic: 794, Keyword number: 6
done: Topic: 794, Keyword number: 7
movies: Topic: 794, Keyword number: 8
many: Topic: 794, Keyword number: 9
new: Topic: 794, Keyword number: 10
guy: Topic: 794, Keyword number: 11
written: Topic: 794, Keyword number: 12
even: Topic: 794, Keyword number: 13
seem: Topic: 794, Keyword number: 14
year: Topic: 794, Keyword number: 15
make: Topic: 794, Keyword number: 16
funny: Topic: 794, Keyword number: 17
goes: Topic: 794, Keyword number: 18
add: Topic: 794, Keyword number: 19
you're: Topic: 794, Keyword number: 20
guys: Topic: 794, Keyword number: 21
plot: Topic: 794, Keyword number: 22
they're: Topic: 794, Keyword number: 23
deep_rising: Topic: 794, Keyword number: 24
frogs: Topic: 795, Keyword number: 0
partridge: Topic: 795, Keyword number: 1
fear_chinese: Topic: 795, Keyword number: 2
sums_quite: Topic: 795, Keyword number: 3
reason_performed: Topic: 795, Keyword number: 4
arms_adulthood: Topic: 795, Keyword number: 5
magical_provocative: Topic: 795, Keyword number: 6
film_improved: Topic: 795, Keyword number: 7
awarded: Topic: 795, Keyword number: 8
infestation_river: Topic: 795, Keyword number: 9
scale_pictured: Topic: 795, Keyword number: 10
fish_frogs: Topic: 795, Keyword number: 11
whirlwind: Topic: 795, Keyword number: 12
aloft_reader: Topic: 795, Keyword number: 13
hurl: Topic: 795, Keyword number: 14
frogs_interpreted: Topic: 795, Keyword number: 15
climactic_event: Topic: 795, Keyword number: 16
strange_climactic: Topic: 795, Keyword number: 17
forward_actors: Topic: 795, Keyword number: 18
anderson_though: Topic: 795, Keyword number: 19
weird_event: Topic: 795, Keyword number: 20
connected_part: Topic: 795, Keyword number: 21
fails_really: Topic: 795, Keyword number: 22
ways_fails: Topic: 795, Keyword number: 23
self-help_seminar: Topic: 795, Keyword number: 24
searching_true: Topic: 796, Keyword number: 0
gets_knocked: Topic: 796, Keyword number: 1
fincher_hasn't: Topic: 796, Keyword number: 2
review_add: Topic: 796, Keyword number: 3
seems_underused: Topic: 796, Keyword number: 4
zahn_gives: Topic: 796, Keyword number: 5
date_blends: Topic: 796, Keyword number: 6
prosper_opposite: Topic: 796, Keyword number: 7
believability_sincerity: Topic: 796, Keyword number: 8
time-lapse: Topic: 796, Keyword number: 9
coupled_deft: Topic: 796, Keyword number: 10
fates: Topic: 796, Keyword number: 11
declares_thing: Topic: 796, Keyword number: 12
caf: Topic: 796, Keyword number: 13
henry_smack: Topic: 796, Keyword number: 14
serendipity_simple: Topic: 796, Keyword number: 15
right_whole: Topic: 796, Keyword number: 16
maybe_hope: Topic: 796, Keyword number: 17
house_nearby: Topic: 796, Keyword number: 18
explored: Topic: 796, Keyword number: 19
currently: Topic: 796, Keyword number: 20
typical_action: Topic: 797, Keyword number: 0
michael_wincott: Topic: 797, Keyword number: 1
francisco: Topic: 797, Keyword number: 2
phillips: Topic: 797, Keyword number: 3
car: Topic: 797, Keyword number: 4
eddie: Topic: 797, Keyword number: 5
mere_sittings: Topic: 797, Keyword number: 6
control_sethe: Topic: 797, Keyword number: 7
suppose_great: Topic: 797, Keyword number: 8
told_african-american: Topic: 797, Keyword number: 9
older_techniques: Topic: 797, Keyword number: 10
would_allow: Topic: 797, Keyword number: 11
aspects_sweet: Topic: 797, Keyword number: 12
nigger: Topic: 797, Keyword number: 13
bringing_female: Topic: 797, Keyword number: 14
nothing_sex: Topic: 797, Keyword number: 15
used_entire: Topic: 797, Keyword number: 16
today's_abundance: Topic: 797, Keyword number: 17
sure_vision: Topic: 797, Keyword number: 18
brutality_artist: Topic: 797, Keyword number: 19
also_brilliant: Topic: 797, Keyword number: 20
non-union: Topic: 797, Keyword number: 21
none_bill: Topic: 797, Keyword number: 22
one_agrees: Topic: 797, Keyword number: 23
sexualized_revenge: Topic: 797, Keyword number: 24
military: Topic: 798, Keyword number: 0
occur: Topic: 798, Keyword number: 1
movie_one-dimensional: Topic: 798, Keyword number: 2
invented_gravity: Topic: 798, Keyword number: 3
neill: Topic: 798, Keyword number: 4
fishburne: Topic: 798, Keyword number: 5
invented: Topic: 798, Keyword number: 6
beings: Topic: 798, Keyword number: 7
cage: Topic: 798, Keyword number: 8
atmosphere: Topic: 798, Keyword number: 9
police_special: Topic: 798, Keyword number: 10
confronted_tested: Topic: 798, Keyword number: 11
longbaugh_realize: Topic: 798, Keyword number: 12
well-to-do_family: Topic: 798, Keyword number: 13
tough_troubled: Topic: 798, Keyword number: 14
match_budget: Topic: 798, Keyword number: 15
anonymous_grunts: Topic: 798, Keyword number: 16
staged_hypocrisy: Topic: 798, Keyword number: 17
grinder_one: Topic: 798, Keyword number: 18
service_military: Topic: 798, Keyword number: 19
sense_film-makers: Topic: 798, Keyword number: 20
various_battles: Topic: 798, Keyword number: 21
rich_kid: Topic: 798, Keyword number: 22
spikes: Topic: 798, Keyword number: 23
motifs_faithfully: Topic: 798, Keyword number: 24
angry_inch: Topic: 799, Keyword number: 0
hip-hop: Topic: 799, Keyword number: 1
songs: Topic: 799, Keyword number: 2
rock: Topic: 799, Keyword number: 3
hedwig_angry: Topic: 799, Keyword number: 4
trask: Topic: 799, Keyword number: 5
homer: Topic: 799, Keyword number: 6
cameron: Topic: 799, Keyword number: 7
band_angry: Topic: 799, Keyword number: 8
andrea: Topic: 799, Keyword number: 9
miriam_shor: Topic: 799, Keyword number: 10
berlin: Topic: 799, Keyword number: 11
rocky_horror: Topic: 799, Keyword number: 12
east: Topic: 799, Keyword number: 13
seafood: Topic: 799, Keyword number: 14
one-man/woman_show: Topic: 799, Keyword number: 15
one-man/woman: Topic: 799, Keyword number: 16
change_operation: Topic: 799, Keyword number: 17
tommy_hedwig: Topic: 799, Keyword number: 18
acclaimed_off-broadway: Topic: 799, Keyword number: 19
rock_musicals: Topic: 799, Keyword number: 20
stars_hedwig: Topic: 799, Keyword number: 21
mayer-goodman: Topic: 799, Keyword number: 22
duality: Topic: 799, Keyword number: 23
meatloaf: Topic: 799, Keyword number: 24
leila: Topic: 800, Keyword number: 0
hatami: Topic: 800, Keyword number: 1
motss: Topic: 800, Keyword number: 2
another_scene: Topic: 800, Keyword number: 3
another_woman: Topic: 800, Keyword number: 4
jamileh_sheikhi: Topic: 800, Keyword number: 5
ali_mosaffa: Topic: 800, Keyword number: 6
leila_hatami: Topic: 800, Keyword number: 7
mehrjui's: Topic: 800, Keyword number: 8
gabriel: Topic: 800, Keyword number: 9
ali: Topic: 800, Keyword number: 10
hollywood_producer: Topic: 800, Keyword number: 11
accusations: Topic: 800, Keyword number: 12
examines: Topic: 800, Keyword number: 13
dustin_hoffman: Topic: 800, Keyword number: 14
tradition: Topic: 800, Keyword number: 15
woman: Topic: 800, Keyword number: 16
sex_high: Topic: 800, Keyword number: 17
ideas_also: Topic: 800, Keyword number: 18
stuck_hopeless: Topic: 800, Keyword number: 19
lucy's_footsteps: Topic: 800, Keyword number: 20
entirely_drugs: Topic: 800, Keyword number: 21
consumed_almost: Topic: 800, Keyword number: 22
flawless_portrtayal: Topic: 800, Keyword number: 23
stereotypical_portraits: Topic: 800, Keyword number: 24
spice_girls: Topic: 801, Keyword number: 0
kilmer: Topic: 801, Keyword number: 1
dangerous_beauty: Topic: 801, Keyword number: 2
veronica: Topic: 801, Keyword number: 3
val: Topic: 801, Keyword number: 4
permission_granted: Topic: 801, Keyword number: 5
light_magic: Topic: 801, Keyword number: 6
bob_spiers: Topic: 801, Keyword number: 7
spiers: Topic: 801, Keyword number: 8
dance_dance: Topic: 801, Keyword number: 9
richard_grant: Topic: 801, Keyword number: 10
bunton: Topic: 801, Keyword number: 11
melanie_brown: Topic: 801, Keyword number: 12
melanie_chisolm: Topic: 801, Keyword number: 13
mind_film: Topic: 801, Keyword number: 14
geri: Topic: 801, Keyword number: 15
granted: Topic: 801, Keyword number: 16
young_boy: Topic: 801, Keyword number: 17
industrial: Topic: 801, Keyword number: 18
well_together: Topic: 801, Keyword number: 19
opera: Topic: 801, Keyword number: 20
reach_goal: Topic: 801, Keyword number: 21
overly: Topic: 801, Keyword number: 22
message_remains: Topic: 801, Keyword number: 23
reviews_associated: Topic: 801, Keyword number: 24
dead: Topic: 802, Keyword number: 0
willis: Topic: 802, Keyword number: 1
buffalo: Topic: 802, Keyword number: 2
gallo's: Topic: 802, Keyword number: 3
shyamalan: Topic: 802, Keyword number: 4
parents: Topic: 802, Keyword number: 5
give: Topic: 802, Keyword number: 6
dialogue: Topic: 802, Keyword number: 7
truth: Topic: 802, Keyword number: 8
throughout: Topic: 802, Keyword number: 9
make_sense: Topic: 802, Keyword number: 10
anyone: Topic: 802, Keyword number: 11
cheung: Topic: 802, Keyword number: 12
making_love: Topic: 802, Keyword number: 13
best_thing: Topic: 802, Keyword number: 14
scheme: Topic: 802, Keyword number: 15
olivia_williams: Topic: 802, Keyword number: 16
attendant: Topic: 802, Keyword number: 17
sake: Topic: 802, Keyword number: 18
weirdness: Topic: 802, Keyword number: 19
paint: Topic: 802, Keyword number: 20
film_festival: Topic: 802, Keyword number: 21
collette: Topic: 802, Keyword number: 22
malcolm_crowe: Topic: 802, Keyword number: 23
year_old: Topic: 802, Keyword number: 24
cute: Topic: 803, Keyword number: 0
farrellys: Topic: 803, Keyword number: 1
dumb_dumber: Topic: 803, Keyword number: 2
willis: Topic: 803, Keyword number: 3
change_pace: Topic: 803, Keyword number: 4
unfortunate_rocket: Topic: 803, Keyword number: 5
earlier_dumb: Topic: 803, Keyword number: 6
farrelly's_earlier: Topic: 803, Keyword number: 7
starring_alec: Topic: 803, Keyword number: 8
novel_entitled: Topic: 803, Keyword number: 9
stands_started: Topic: 803, Keyword number: 10
letterman_show: Topic: 803, Keyword number: 11
neighbour_found: Topic: 803, Keyword number: 12
farrellys_big: Topic: 803, Keyword number: 13
scenes_little: Topic: 803, Keyword number: 14
cute_comedy: Topic: 803, Keyword number: 15
accent_funny: Topic: 803, Keyword number: 16
