fully-ripened_comic: Topic: 2, Keyword number: 0
ship: Topic: 3265, Keyword number: 0
titanic: Topic: 3265, Keyword number: 1
rose: Topic: 3265, Keyword number: 2
first: Topic: 3265, Keyword number: 3
every: Topic: 3265, Keyword number: 4
made: Topic: 3265, Keyword number: 5
ship's: Topic: 3265, Keyword number: 6
iceberg: Topic: 3265, Keyword number: 7
pictures: Topic: 3265, Keyword number: 8
water: Topic: 3265, Keyword number: 9
bill_paxton: Topic: 3265, Keyword number: 10
paxton: Topic: 3265, Keyword number: 11
fiance: Topic: 3265, Keyword number: 12
world's: Topic: 3265, Keyword number: 13
bernard: Topic: 3265, Keyword number: 14
situation: Topic: 3265, Keyword number: 15
antarctic: Topic: 3265, Keyword number: 16
passengers: Topic: 3265, Keyword number: 17
gloria_stuart: Topic: 3265, Keyword number: 18
nude: Topic: 3265, Keyword number: 19
crushed: Topic: 3265, Keyword number: 20
hockley: Topic: 3265, Keyword number: 21
cal: Topic: 3265, Keyword number: 22
wins_ticket: Topic: 3265, Keyword number: 23
leonardo_dicaprio: Topic: 3265, Keyword number: 24
princess_proves: Topic: 3267, Keyword number: 0
know_muffin: Topic: 3267, Keyword number: 1
prize_save: Topic: 3267, Keyword number: 2
funny_shtick: Topic: 3267, Keyword number: 3
allen_hate: Topic: 3267, Keyword number: 4
masterpiece_though: Topic: 3268, Keyword number: 0
classic_neil: Topic: 3268, Keyword number: 1
singer: Topic: 3269, Keyword number: 0
claire_forlani: Topic: 3269, Keyword number: 1
desperately: Topic: 3269, Keyword number: 2
feeling: Topic: 3269, Keyword number: 3
assistant_kronk: Topic: 3269, Keyword number: 4
eartha: Topic: 3269, Keyword number: 5
yzma: Topic: 3269, Keyword number: 6
schizophrenia: Topic: 3269, Keyword number: 7
cast_working: Topic: 3269, Keyword number: 8
singing: Topic: 3269, Keyword number: 9
linger: Topic: 3269, Keyword number: 10
cold-hearted_strips: Topic: 3269, Keyword number: 11
get_keyser: Topic: 3269, Keyword number: 12
unpredictable_unsettling: Topic: 3269, Keyword number: 13
feelings_dormant: Topic: 3269, Keyword number: 14
view_stories: Topic: 3269, Keyword number: 15
extracurricular_investigation: Topic: 3269, Keyword number: 16
head_cared: Topic: 3269, Keyword number: 17
uninteresting_plots: Topic: 3269, Keyword number: 18
hurting_two: Topic: 3269, Keyword number: 19
remind_connection: Topic: 3269, Keyword number: 20
material_remind: Topic: 3269, Keyword number: 21
dazzling_pictures: Topic: 3269, Keyword number: 22
proceedings_visual: Topic: 3269, Keyword number: 23
trying_inject: Topic: 3269, Keyword number: 24
notting: Topic: 3270, Keyword number: 0
clearing_murphy: Topic: 3270, Keyword number: 1
pacing_stricter's: Topic: 3270, Keyword number: 2
entourage_suffering: Topic: 3270, Keyword number: 3
code_face: Topic: 3270, Keyword number: 4
number_surprisinly: Topic: 3270, Keyword number: 5
i'm_girl: Topic: 3270, Keyword number: 6
plot's_dramatic: Topic: 3270, Keyword number: 7
mckee_anguished: Topic: 3270, Keyword number: 8
appropriately_named: Topic: 3270, Keyword number: 9
nearly_involving: Topic: 3270, Keyword number: 10
heard_lot: Topic: 3270, Keyword number: 11
reader_you've: Topic: 3270, Keyword number: 12
enough_fuel: Topic: 3270, Keyword number: 13
curtis_previously: Topic: 3270, Keyword number: 14
tapped: Topic: 3270, Keyword number: 15
passionate_albeit: Topic: 3270, Keyword number: 16
william_sneaks: Topic: 3270, Keyword number: 17
roberts_common: Topic: 3270, Keyword number: 18
day_wanders: Topic: 3270, Keyword number: 19
hill_grant: Topic: 3270, Keyword number: 20
teeth_still: Topic: 3270, Keyword number: 21
apparently_worked: Topic: 3270, Keyword number: 22
laughless_schmaltzy: Topic: 3270, Keyword number: 23
fuel: Topic: 3270, Keyword number: 24
bulworth: Topic: 3272, Keyword number: 0
insurance: Topic: 3272, Keyword number: 1
volunteers: Topic: 3272, Keyword number: 2
chicken: Topic: 3272, Keyword number: 3
warren: Topic: 3272, Keyword number: 4
wings: Topic: 3272, Keyword number: 5
bill_hunter: Topic: 3272, Keyword number: 6
success_marriage: Topic: 3272, Keyword number: 7
rants: Topic: 3272, Keyword number: 8
perception_insight: Topic: 3272, Keyword number: 9
bulworth_straight: Topic: 3272, Keyword number: 10
attention_real: Topic: 3272, Keyword number: 11
like_around: Topic: 3272, Keyword number: 12
aren't_movies: Topic: 3272, Keyword number: 13
except_inexcusable: Topic: 3272, Keyword number: 14
formulas_except: Topic: 3272, Keyword number: 15
keep_movie: Topic: 3272, Keyword number: 16
others_able: Topic: 3272, Keyword number: 17
convincingly_portray: Topic: 3272, Keyword number: 18
screenplay_actor: Topic: 3272, Keyword number: 19
pikser_co-wrote: Topic: 3272, Keyword number: 20
jeremy_pikser: Topic: 3272, Keyword number: 21
first_good: Topic: 3272, Keyword number: 22
original_enjoyable: Topic: 3272, Keyword number: 23
killer_scenes: Topic: 3272, Keyword number: 24
ford: Topic: 3273, Keyword number: 0
cold: Topic: 3273, Keyword number: 1
molecules: Topic: 3273, Keyword number: 2
it's_fluff: Topic: 3273, Keyword number: 3
kline: Topic: 3273, Keyword number: 4
seven_nights: Topic: 3273, Keyword number: 5
one_see: Topic: 3273, Keyword number: 6
unpleasant: Topic: 3273, Keyword number: 7
loveable: Topic: 3273, Keyword number: 8
figure: Topic: 3273, Keyword number: 9
bank: Topic: 3273, Keyword number: 10
vacation: Topic: 3273, Keyword number: 11
puts: Topic: 3273, Keyword number: 12
she's: Topic: 3273, Keyword number: 13
affair: Topic: 3273, Keyword number: 14
supply_firm: Topic: 3273, Keyword number: 15
soldini_must: Topic: 3273, Keyword number: 16
masseuse_named: Topic: 3273, Keyword number: 17
opening-night: Topic: 3273, Keyword number: 18
tapes_howdy: Topic: 3273, Keyword number: 19
sight_roughly: Topic: 3273, Keyword number: 20
there's_somewhat: Topic: 3273, Keyword number: 21
doom_make: Topic: 3273, Keyword number: 22
quaint_cowboy: Topic: 3273, Keyword number: 23
crystallized_andy's: Topic: 3273, Keyword number: 24
sleepless: Topic: 3275, Keyword number: 0
laziness: Topic: 3276, Keyword number: 0
point_porn: Topic: 3276, Keyword number: 1
bush_television: Topic: 3276, Keyword number: 2
wild_wreak: Topic: 3276, Keyword number: 3
family_plot: Topic: 3276, Keyword number: 4
repay: Topic: 3276, Keyword number: 5
borderline-psychotic: Topic: 3276, Keyword number: 6
crossing: Topic: 3276, Keyword number: 7
money_even: Topic: 3276, Keyword number: 8
categories: Topic: 3276, Keyword number: 9
albeit: Topic: 3276, Keyword number: 10
introduced: Topic: 3276, Keyword number: 11
life_underling: Topic: 3279, Keyword number: 0
location_instead: Topic: 3279, Keyword number: 1
jon_polito: Topic: 3279, Keyword number: 2
exhibits_maturity: Topic: 3279, Keyword number: 3
time_jamie: Topic: 3279, Keyword number: 4
slowly_realizing: Topic: 3279, Keyword number: 5
waterway_meanwhile: Topic: 3279, Keyword number: 6
offers_knows: Topic: 3279, Keyword number: 7
pay_information: Topic: 3279, Keyword number: 8
sights_harry: Topic: 3279, Keyword number: 9
superiors_ship: Topic: 3279, Keyword number: 10
walking_thin: Topic: 3279, Keyword number: 11
also_co-wrote: Topic: 3279, Keyword number: 12
fatales_get: Topic: 3279, Keyword number: 13
status: Topic: 3279, Keyword number: 14
screen_make: Topic: 3279, Keyword number: 15
whatever_flaws: Topic: 3279, Keyword number: 16
opaque_metaphor: Topic: 3281, Keyword number: 0
intelligent_extraordinary: Topic: 3285, Keyword number: 0
childbirth_granger: Topic: 3285, Keyword number: 1
mahal_young: Topic: 3285, Keyword number: 2
like_emmylou: Topic: 3285, Keyword number: 3
soulful_soundtrack: Topic: 3285, Keyword number: 4
passionate_songcatcher: Topic: 3285, Keyword number: 5
statuesque_passionate: Topic: 3285, Keyword number: 6
banjo-picking_aidan: Topic: 3285, Keyword number: 7
blue_ridge: Topic: 3285, Keyword number: 8
culture-clash_story: Topic: 3285, Keyword number: 9
air_breathe: Topic: 3285, Keyword number: 10
cylinders_music: Topic: 3285, Keyword number: 11
vinie_butler: Topic: 3285, Keyword number: 12
insular_locals: Topic: 3285, Keyword number: 13
unique_interpretation: Topic: 3285, Keyword number: 14
sister_elna: Topic: 3285, Keyword number: 15
mountains_north: Topic: 3285, Keyword number: 16
full_professorship: Topic: 3285, Keyword number: 17
back_pre-feminist: Topic: 3285, Keyword number: 18
dinos: Topic: 3285, Keyword number: 19
mountain: Topic: 3285, Keyword number: 20
accomplished: Topic: 3285, Keyword number: 21
susan_granger's: Topic: 3285, Keyword number: 22
role: Topic: 3285, Keyword number: 23
day: Topic: 3286, Keyword number: 0
thin: Topic: 3286, Keyword number: 1
also: Topic: 3286, Keyword number: 2
lester: Topic: 3286, Keyword number: 3
one: Topic: 3286, Keyword number: 4
thorton: Topic: 3286, Keyword number: 5
malkovich: Topic: 3286, Keyword number: 6
director: Topic: 3286, Keyword number: 7
attention: Topic: 3286, Keyword number: 8
cast: Topic: 3286, Keyword number: 9
rita: Topic: 3286, Keyword number: 10
car: Topic: 3286, Keyword number: 11
fantastic: Topic: 3286, Keyword number: 12
fact: Topic: 3286, Keyword number: 13
bob_thorton: Topic: 3286, Keyword number: 14
course_one: Topic: 3286, Keyword number: 15
cooper: Topic: 3286, Keyword number: 16
billy_bob: Topic: 3286, Keyword number: 17
excellent: Topic: 3286, Keyword number: 18
hear: Topic: 3286, Keyword number: 19
strange: Topic: 3286, Keyword number: 20
performances: Topic: 3286, Keyword number: 21
bill: Topic: 3286, Keyword number: 22
well: Topic: 3286, Keyword number: 23
macdowell: Topic: 3286, Keyword number: 24
depp: Topic: 3287, Keyword number: 0
del: Topic: 3287, Keyword number: 1
las_vegas: Topic: 3287, Keyword number: 2
johnny_depp: Topic: 3287, Keyword number: 3
thompson: Topic: 3287, Keyword number: 4
del_toro: Topic: 3287, Keyword number: 5
writer_thompson: Topic: 3287, Keyword number: 6
anarchy: Topic: 3287, Keyword number: 7
gonzo: Topic: 3287, Keyword number: 8
time_time: Topic: 3287, Keyword number: 9
intoxicated: Topic: 3287, Keyword number: 10
winona: Topic: 3287, Keyword number: 11
broken: Topic: 3287, Keyword number: 12
say: Topic: 3287, Keyword number: 13
currently_plays: Topic: 3287, Keyword number: 14
four_women: Topic: 3287, Keyword number: 15
stench: Topic: 3287, Keyword number: 16
filming_uncompleted: Topic: 3287, Keyword number: 17
age_johnny: Topic: 3287, Keyword number: 18
tried_every: Topic: 3287, Keyword number: 19
depp_told: Topic: 3287, Keyword number: 20
joon_what's: Topic: 3287, Keyword number: 21
buffalo_roam: Topic: 3287, Keyword number: 22
also_portrayed: Topic: 3287, Keyword number: 23
plenty_powdered: Topic: 3287, Keyword number: 24
fun: Topic: 3289, Keyword number: 0
drugs: Topic: 3289, Keyword number: 1
million: Topic: 3289, Keyword number: 2
wave: Topic: 3289, Keyword number: 3
favorite: Topic: 3289, Keyword number: 4
collect: Topic: 3289, Keyword number: 5
extremely: Topic: 3289, Keyword number: 6
many: Topic: 3289, Keyword number: 7
time: Topic: 3289, Keyword number: 8
jack: Topic: 3289, Keyword number: 9
alien_world: Topic: 3289, Keyword number: 10
protesters: Topic: 3289, Keyword number: 11
bloomington: Topic: 3289, Keyword number: 12
minnesota: Topic: 3289, Keyword number: 13
nightclub: Topic: 3289, Keyword number: 14
kubrick's: Topic: 3289, Keyword number: 15
section: Topic: 3289, Keyword number: 16
cuts: Topic: 3289, Keyword number: 17
hit: Topic: 3289, Keyword number: 18
issues: Topic: 3289, Keyword number: 19
god: Topic: 3289, Keyword number: 20
immediately: Topic: 3289, Keyword number: 21
try: Topic: 3289, Keyword number: 22
holes: Topic: 3289, Keyword number: 23
music_much: Topic: 3289, Keyword number: 24
roman: Topic: 3290, Keyword number: 0
negotiator: Topic: 3290, Keyword number: 1
walsh: Topic: 3290, Keyword number: 2
nicole: Topic: 3290, Keyword number: 3
commander: Topic: 3290, Keyword number: 4
gray: Topic: 3290, Keyword number: 5
internal: Topic: 3290, Keyword number: 6
police_negotiator: Topic: 3290, Keyword number: 7
tension: Topic: 3290, Keyword number: 8
police: Topic: 3290, Keyword number: 9
dickens: Topic: 3290, Keyword number: 10
bob_thornton: Topic: 3290, Keyword number: 11
sabian: Topic: 3290, Keyword number: 12
inspector_niebaum: Topic: 3290, Keyword number: 13
prove_innocence: Topic: 3290, Keyword number: 14
roman's: Topic: 3290, Keyword number: 15
dominate: Topic: 3290, Keyword number: 16
think_feet: Topic: 3290, Keyword number: 17
must_able: Topic: 3290, Keyword number: 18
negotiator_must: Topic: 3290, Keyword number: 19
nice: Topic: 3290, Keyword number: 20
mark: Topic: 3290, Keyword number: 21
stuff: Topic: 3290, Keyword number: 22
it's: Topic: 3290, Keyword number: 23
essentially_first: Topic: 3290, Keyword number: 24
extra_lift: Topic: 3291, Keyword number: 0
wore: Topic: 3291, Keyword number: 1
kleinfeld: Topic: 3293, Keyword number: 0
penelope_ann: Topic: 3293, Keyword number: 1
thirty_years: Topic: 3293, Keyword number: 2
find_well: Topic: 3293, Keyword number: 3
tendencies_towards: Topic: 3293, Keyword number: 4
novel_deliberate: Topic: 3293, Keyword number: 5
couldn't_break: Topic: 3293, Keyword number: 6
world_couldn't: Topic: 3293, Keyword number: 7
one_cinematic: Topic: 3293, Keyword number: 8
two_principle: Topic: 3293, Keyword number: 9
cliche'd_long-suffering: Topic: 3293, Keyword number: 10
shootout_strike: Topic: 3293, Keyword number: 11
climactic_shootout: Topic: 3293, Keyword number: 12
via_body: Topic: 3293, Keyword number: 13
previous_plagiarisms: Topic: 3293, Keyword number: 14
plagiarisms: Topic: 3293, Keyword number: 15
shamelessly_directors: Topic: 3293, Keyword number: 16
steal_shamelessly: Topic: 3293, Keyword number: 17
moving_steadily: Topic: 3293, Keyword number: 18
heavy_drinker: Topic: 3293, Keyword number: 19
simply_pathetic: Topic: 3293, Keyword number: 20
huge_chip: Topic: 3293, Keyword number: 21
kleinfeld_outsider: Topic: 3293, Keyword number: 22
italian_wiseguys: Topic: 3293, Keyword number: 23
carlito's_dilemma: Topic: 3293, Keyword number: 24
brando_mumbles: Topic: 3294, Keyword number: 0
boat_arrives: Topic: 3294, Keyword number: 1
col_cares: Topic: 3294, Keyword number: 2
encounter_playboy: Topic: 3294, Keyword number: 3
finale_regardless: Topic: 3294, Keyword number: 4
characters_increasingly: Topic: 3294, Keyword number: 5
pulling_viewers: Topic: 3294, Keyword number: 6
malkovich_best: Topic: 3294, Keyword number: 7
content_simply: Topic: 3294, Keyword number: 8
there's_hole: Topic: 3294, Keyword number: 9
craig_obvious: Topic: 3294, Keyword number: 10
floor_manhattan: Topic: 3294, Keyword number: 11
clerk_lestercorp: Topic: 3294, Keyword number: 12
employee_lotte: Topic: 3294, Keyword number: 13
schwartz_street: Topic: 3294, Keyword number: 14
notes_blindly: Topic: 3294, Keyword number: 15
without_outline: Topic: 3294, Keyword number: 16
savoring_sheer: Topic: 3294, Keyword number: 17
three_things: Topic: 3294, Keyword number: 18
course_include: Topic: 3294, Keyword number: 19
mostly_due: Topic: 3294, Keyword number: 20
actor_note: Topic: 3294, Keyword number: 21
organization_moniters: Topic: 3294, Keyword number: 22
symbolizes_random: Topic: 3294, Keyword number: 23
eyes_full: Topic: 3294, Keyword number: 24
inexplicable_moment: Topic: 3295, Keyword number: 0
jump_top: Topic: 3296, Keyword number: 0
davis: Topic: 3297, Keyword number: 0
nick: Topic: 3297, Keyword number: 1
mission: Topic: 3297, Keyword number: 2
team: Topic: 3297, Keyword number: 3
quirky: Topic: 3297, Keyword number: 4
personal_friend: Topic: 3297, Keyword number: 5
like_episode: Topic: 3297, Keyword number: 6
nelson: Topic: 3297, Keyword number: 7
film_turn: Topic: 3297, Keyword number: 8
needless_say: Topic: 3297, Keyword number: 9
davis_could: Topic: 3297, Keyword number: 10
needless: Topic: 3297, Keyword number: 11
female: Topic: 3297, Keyword number: 12
aimed: Topic: 3297, Keyword number: 13
academy_award: Topic: 3297, Keyword number: 14
today's: Topic: 3297, Keyword number: 15
island: Topic: 3297, Keyword number: 16
past: Topic: 3297, Keyword number: 17
smart-alec's: Topic: 3297, Keyword number: 18
actually_annoying: Topic: 3297, Keyword number: 19
year's_midnight: Topic: 3297, Keyword number: 20
stars_movie: Topic: 3297, Keyword number: 21
although_takes: Topic: 3297, Keyword number: 22
earth_also: Topic: 3297, Keyword number: 23
horrible_possible: Topic: 3297, Keyword number: 24
loneliness: Topic: 3298, Keyword number: 0
interview: Topic: 3298, Keyword number: 1
posed_following: Topic: 3298, Keyword number: 2
understanding_character: Topic: 3298, Keyword number: 3
without_regret: Topic: 3298, Keyword number: 4
herman_munster: Topic: 3298, Keyword number: 5
gwynne: Topic: 3298, Keyword number: 6
epidemic: Topic: 3298, Keyword number: 7
says_mother: Topic: 3298, Keyword number: 8
ship_unknown: Topic: 3298, Keyword number: 9
story_kenneth: Topic: 3298, Keyword number: 10
scare_display: Topic: 3298, Keyword number: 11
practical_never: Topic: 3298, Keyword number: 12
finds_claudia's: Topic: 3298, Keyword number: 13
episodes_less: Topic: 3298, Keyword number: 14
hug_emotionally: Topic: 3298, Keyword number: 15
claudia_let: Topic: 3298, Keyword number: 16
read_script: Topic: 3298, Keyword number: 17
child_eternity: Topic: 3298, Keyword number: 18
changing_around: Topic: 3298, Keyword number: 19
soul_antonio: Topic: 3298, Keyword number: 20
vampire_human: Topic: 3298, Keyword number: 21
murderous_purpose: Topic: 3298, Keyword number: 22
victims_switch: Topic: 3298, Keyword number: 23
