chain_circumstances: Topic: 2, Keyword number: 0
happy_priveleged: Topic: 6698, Keyword number: 20
theatre_feeling: Topic: 6698, Keyword number: 21
opened_december: Topic: 6698, Keyword number: 22
uncover: Topic: 6698, Keyword number: 23
head_head: Topic: 6698, Keyword number: 24
near_masterpiece: Topic: 6699, Keyword number: 0
like: Topic: 6700, Keyword number: 0
movie: Topic: 6700, Keyword number: 1
it's: Topic: 6700, Keyword number: 2
first: Topic: 6700, Keyword number: 3
get: Topic: 6700, Keyword number: 4
used: Topic: 6700, Keyword number: 5
gives: Topic: 6700, Keyword number: 6
makes: Topic: 6700, Keyword number: 7
osment: Topic: 6700, Keyword number: 8
art: Topic: 6700, Keyword number: 9
universal: Topic: 6700, Keyword number: 10
age: Topic: 6700, Keyword number: 11
yet: Topic: 6700, Keyword number: 12
know: Topic: 6700, Keyword number: 13
see: Topic: 6700, Keyword number: 14
enough: Topic: 6700, Keyword number: 15
picture_show: Topic: 6700, Keyword number: 16
giovanni: Topic: 6700, Keyword number: 17
horror_picture: Topic: 6700, Keyword number: 18
thousand: Topic: 6700, Keyword number: 19
normal: Topic: 6700, Keyword number: 20
balance: Topic: 6700, Keyword number: 21
open: Topic: 6700, Keyword number: 22
genuinely: Topic: 6700, Keyword number: 23
realize: Topic: 6700, Keyword number: 24
attempts_destroy: Topic: 6702, Keyword number: 0
landings_keep: Topic: 6702, Keyword number: 1
i'll_move: Topic: 6702, Keyword number: 2
actually_grade: Topic: 6702, Keyword number: 3
black_based: Topic: 6702, Keyword number: 4
driver_cars: Topic: 6702, Keyword number: 5
comics_car: Topic: 6702, Keyword number: 6
end_event: Topic: 6702, Keyword number: 7
it's_main: Topic: 6702, Keyword number: 8
yes_would: Topic: 6702, Keyword number: 9
living_room: Topic: 6702, Keyword number: 10
remember_one: Topic: 6702, Keyword number: 11
black_comedy: Topic: 6702, Keyword number: 12
characters: Topic: 6703, Keyword number: 0
first: Topic: 6703, Keyword number: 1
film: Topic: 6703, Keyword number: 2
simon: Topic: 6703, Keyword number: 3
one: Topic: 6703, Keyword number: 4
two: Topic: 6703, Keyword number: 5
end: Topic: 6703, Keyword number: 6
lebowski: Topic: 6703, Keyword number: 7
much: Topic: 6703, Keyword number: 8
little: Topic: 6703, Keyword number: 9
film's: Topic: 6703, Keyword number: 10
sex: Topic: 6703, Keyword number: 11
place: Topic: 6703, Keyword number: 12
it's: Topic: 6703, Keyword number: 13
never: Topic: 6703, Keyword number: 14
birch: Topic: 6703, Keyword number: 15
wants: Topic: 6703, Keyword number: 16
moments: Topic: 6703, Keyword number: 17
old: Topic: 6703, Keyword number: 18
carry: Topic: 6703, Keyword number: 19
picture: Topic: 6703, Keyword number: 20
makes: Topic: 6703, Keyword number: 21
performance: Topic: 6703, Keyword number: 22
see: Topic: 6703, Keyword number: 23
isn't: Topic: 6703, Keyword number: 24
know_need: Topic: 6705, Keyword number: 0
realizes: Topic: 6705, Keyword number: 1
left: Topic: 6705, Keyword number: 2
showing_transformation: Topic: 6707, Keyword number: 0
contain_homosexuality: Topic: 6708, Keyword number: 0
seen_celluloid: Topic: 6708, Keyword number: 1
invisible_america: Topic: 6708, Keyword number: 2
gifted_lesbian: Topic: 6708, Keyword number: 3
naughty_extremely: Topic: 6708, Keyword number: 4
seen_trailer: Topic: 6708, Keyword number: 5
beavis: Topic: 6709, Keyword number: 0
beavis_butt-head: Topic: 6709, Keyword number: 1
butt-head: Topic: 6709, Keyword number: 2
stolen: Topic: 6709, Keyword number: 3
fbi: Topic: 6709, Keyword number: 4
virginity_one: Topic: 6709, Keyword number: 5
completely_oblivious: Topic: 6709, Keyword number: 6
mike_judge: Topic: 6709, Keyword number: 7
realise: Topic: 6709, Keyword number: 8
judge: Topic: 6709, Keyword number: 9
hear_end: Topic: 6709, Keyword number: 10
never_hear: Topic: 6709, Keyword number: 11
butt-head_you'll: Topic: 6709, Keyword number: 12
imitate_beavis: Topic: 6709, Keyword number: 13
like_imitate: Topic: 6709, Keyword number: 14
warning_don't: Topic: 6709, Keyword number: 15
otherwise_keep: Topic: 6709, Keyword number: 16
clear_otherwise: Topic: 6709, Keyword number: 17
annoying_steer: Topic: 6709, Keyword number: 18
society_easily: Topic: 6709, Keyword number: 19
critical_amercian: Topic: 6709, Keyword number: 20
regard_authority: Topic: 6709, Keyword number: 21
also_regard: Topic: 6709, Keyword number: 22
life_television: Topic: 6709, Keyword number: 23
couch_potatoes: Topic: 6709, Keyword number: 24
jedi: Topic: 6710, Keyword number: 0
murphy_plays: Topic: 6710, Keyword number: 1
jiff_ramsey's: Topic: 6710, Keyword number: 2
stricter_terence: Topic: 6710, Keyword number: 3
analyse: Topic: 6710, Keyword number: 4
almost_unmatched: Topic: 6710, Keyword number: 5
overshadowed_rick/ilsa: Topic: 6710, Keyword number: 6
unfortunately_charisma: Topic: 6710, Keyword number: 7
like_somebody: Topic: 6710, Keyword number: 8
refugees_casablanca: Topic: 6710, Keyword number: 9
used_idealistic: Topic: 6710, Keyword number: 10
epstein_howard: Topic: 6710, Keyword number: 11
unique_fact: Topic: 6710, Keyword number: 12
countless_tributes: Topic: 6710, Keyword number: 13
llosa_take: Topic: 6710, Keyword number: 14
remakes: Topic: 6710, Keyword number: 15
could_inspire: Topic: 6710, Keyword number: 16
gory_scenes: Topic: 6710, Keyword number: 17
featured_return: Topic: 6710, Keyword number: 18
standoff_alien: Topic: 6710, Keyword number: 19
rather_commissioning: Topic: 6710, Keyword number: 20
waterworld_director: Topic: 6710, Keyword number: 21
another_waterworld: Topic: 6710, Keyword number: 22
idea_audience: Topic: 6710, Keyword number: 23
holes_corny: Topic: 6710, Keyword number: 24
also_starts: Topic: 6712, Keyword number: 0
laurence_fishburne: Topic: 6714, Keyword number: 0
gravity_drive: Topic: 6714, Keyword number: 1
laurence: Topic: 6714, Keyword number: 2
black: Topic: 6714, Keyword number: 3
lucinda_fascinated: Topic: 6714, Keyword number: 4
sets_media: Topic: 6714, Keyword number: 5
situation_local: Topic: 6714, Keyword number: 6
fine_sherri: Topic: 6714, Keyword number: 7
life_everything: Topic: 6714, Keyword number: 8
performed_withing: Topic: 6714, Keyword number: 9
illegal_doctor: Topic: 6714, Keyword number: 10
learns_tranquilizers: Topic: 6714, Keyword number: 11
fifth_time: Topic: 6714, Keyword number: 12
events_life: Topic: 6714, Keyword number: 13
matter_based: Topic: 6714, Keyword number: 14
encompasses_colony: Topic: 6714, Keyword number: 15
hopper_attempts: Topic: 6714, Keyword number: 16
kilgore_decides: Topic: 6714, Keyword number: 17
accepts_mission: Topic: 6714, Keyword number: 18
green_beret: Topic: 6714, Keyword number: 19
horizon_smart: Topic: 6714, Keyword number: 20
i've_recently: Topic: 6714, Keyword number: 21
biting_climaxes: Topic: 6714, Keyword number: 22
one_nail: Topic: 6714, Keyword number: 23
confused_sometimes: Topic: 6714, Keyword number: 24
kenny_dies: Topic: 6715, Keyword number: 0
minnie_driver: Topic: 6715, Keyword number: 1
much_appropriately: Topic: 6717, Keyword number: 0
seconds_way: Topic: 6717, Keyword number: 1
filmmaking_takes: Topic: 6717, Keyword number: 2
trudge: Topic: 6717, Keyword number: 3
don't_yet: Topic: 6717, Keyword number: 4
man_crew: Topic: 6717, Keyword number: 5
primary_mission: Topic: 6717, Keyword number: 6
truly_gritty: Topic: 6717, Keyword number: 7
get_question: Topic: 6717, Keyword number: 8
red_coat: Topic: 6717, Keyword number: 9
massacre_stands: Topic: 6717, Keyword number: 10
flap_falls: Topic: 6717, Keyword number: 11
crucifix: Topic: 6717, Keyword number: 12
rock_slowly: Topic: 6717, Keyword number: 13
film_get: Topic: 6717, Keyword number: 14
trapped: Topic: 6717, Keyword number: 15
thought: Topic: 6717, Keyword number: 16
cold_dead: Topic: 6718, Keyword number: 0
michael_kelley: Topic: 6718, Keyword number: 1
paltry: Topic: 6718, Keyword number: 2
risk_don't: Topic: 6718, Keyword number: 3
getting_alain: Topic: 6718, Keyword number: 4
kong_hollywood: Topic: 6718, Keyword number: 5
films_try: Topic: 6718, Keyword number: 6
least_accent: Topic: 6718, Keyword number: 7
schwartzeneggar: Topic: 6718, Keyword number: 8
united_states: Topic: 6718, Keyword number: 9
make_routine: Topic: 6720, Keyword number: 0
outside_world: Topic: 6720, Keyword number: 1
breathtaking: Topic: 6720, Keyword number: 2
today's: Topic: 6720, Keyword number: 3
universe: Topic: 6724, Keyword number: 0
english-language: Topic: 6724, Keyword number: 1
utilize_greatly: Topic: 6724, Keyword number: 2
however_utilize: Topic: 6724, Keyword number: 3
fantastically_made: Topic: 6724, Keyword number: 4
unclear_men: Topic: 6724, Keyword number: 5
travel_inside: Topic: 6724, Keyword number: 6
meanwhile_evil: Topic: 6724, Keyword number: 7
egyptian_time: Topic: 6724, Keyword number: 8
eventually_kevin: Topic: 6724, Keyword number: 9
rob_battle: Topic: 6724, Keyword number: 10
gang_following: Topic: 6724, Keyword number: 11
part_gang: Topic: 6724, Keyword number: 12
room_portal: Topic: 6724, Keyword number: 13
appear_room: Topic: 6724, Keyword number: 14
according_randall: Topic: 6724, Keyword number: 15
map_stolen: Topic: 6724, Keyword number: 16
map_travels: Topic: 6724, Keyword number: 17
regain_map: Topic: 6724, Keyword number: 18
contains_time: Topic: 6724, Keyword number: 19
led_randall: Topic: 6724, Keyword number: 20
different_fantasy: Topic: 6724, Keyword number: 21
order_bring: Topic: 6724, Keyword number: 22
rappaport: Topic: 6724, Keyword number: 23
better_still: Topic: 6724, Keyword number: 24
irish: Topic: 6726, Keyword number: 0
guide_print: Topic: 6726, Keyword number: 1
hope_rest: Topic: 6726, Keyword number: 2
questions_movie: Topic: 6726, Keyword number: 3
eugene_brady: Topic: 6726, Keyword number: 4
love_beautiful: Topic: 6726, Keyword number: 5
brosnan's: Topic: 6726, Keyword number: 6
back_ireland: Topic: 6726, Keyword number: 7
first_screening: Topic: 6726, Keyword number: 8
admitted_premiere: Topic: 6726, Keyword number: 9
north_america: Topic: 6726, Keyword number: 10
questions: Topic: 6726, Keyword number: 11
let's: Topic: 6726, Keyword number: 12
many_scenes: Topic: 6726, Keyword number: 13
fight_every: Topic: 6727, Keyword number: 0
fast_paced: Topic: 6727, Keyword number: 1
spades: Topic: 6727, Keyword number: 2
noting_tape: Topic: 6730, Keyword number: 0
newsradio: Topic: 6730, Keyword number: 1
contraptions_edward: Topic: 6730, Keyword number: 2
oriental: Topic: 6731, Keyword number: 0
hate_martial: Topic: 6731, Keyword number: 1
everybody_likes: Topic: 6731, Keyword number: 2
director_tan: Topic: 6731, Keyword number: 3
choreographer_yuen: Topic: 6731, Keyword number: 4
master_chang: Topic: 6731, Keyword number: 5
superstar_radiantly: Topic: 6731, Keyword number: 6
michelle: Topic: 6731, Keyword number: 7
substantial_story: Topic: 6731, Keyword number: 8
one_presence: Topic: 6731, Keyword number: 9
martial_combat: Topic: 6731, Keyword number: 10
flights_rooftops: Topic: 6731, Keyword number: 11
effectively: Topic: 6731, Keyword number: 12
represented_paradox: Topic: 6731, Keyword number: 13
pair_masters: Topic: 6731, Keyword number: 14
sword: Topic: 6731, Keyword number: 15
suffice_say: Topic: 6731, Keyword number: 16
implicitly_great: Topic: 6731, Keyword number: 17
equivalent: Topic: 6731, Keyword number: 18
able: Topic: 6731, Keyword number: 19
enjoyed: Topic: 6731, Keyword number: 20
form: Topic: 6731, Keyword number: 21
davis: Topic: 6734, Keyword number: 0
davis_could: Topic: 6734, Keyword number: 1
requires_little-to-no: Topic: 6734, Keyword number: 2
escapist: Topic: 6734, Keyword number: 3
simply_looking: Topic: 6734, Keyword number: 4
anyone_simply: Topic: 6734, Keyword number: 5
costly_one: Topic: 6734, Keyword number: 6
albeit_costly: Topic: 6734, Keyword number: 7
costly: Topic: 6734, Keyword number: 8
cutthroat_island: Topic: 6734, Keyword number: 9
seems_davis: Topic: 6734, Keyword number: 10
seriously_obviously: Topic: 6734, Keyword number: 11
fact_spirited: Topic: 6734, Keyword number: 12
make_good: Topic: 6734, Keyword number: 13
skating: Topic: 6734, Keyword number: 14
chasing_car: Topic: 6734, Keyword number: 15
davis_tossing: Topic: 6734, Keyword number: 16
hell_resist: Topic: 6734, Keyword number: 17
seriously_there's: Topic: 6734, Keyword number: 18
laughs_help: Topic: 6734, Keyword number: 19
boy_scout: Topic: 6734, Keyword number: 20
worth_delivers: Topic: 6734, Keyword number: 21
shane: Topic: 6734, Keyword number: 22
cia_operative: Topic: 6734, Keyword number: 23
tough-as-nails: Topic: 6734, Keyword number: 24
lacks_lasting: Topic: 6735, Keyword number: 0
lacks: Topic: 6735, Keyword number: 1
exceptional_oscar: Topic: 6738, Keyword number: 0
back_hysterical: Topic: 6738, Keyword number: 1
labute_who's: Topic: 6738, Keyword number: 2
exceptionally: Topic: 6738, Keyword number: 3
braveheart_watch: Topic: 6740, Keyword number: 0
kundun_braveheart: Topic: 6740, Keyword number: 1
deserve_mention: Topic: 6740, Keyword number: 2
light_sources: Topic: 6740, Keyword number: 3
beautifully_realized: Topic: 6740, Keyword number: 4
director_cinematographer: Topic: 6740, Keyword number: 5
element_didn't: Topic: 6740, Keyword number: 6
beliefs_result: Topic: 6740, Keyword number: 7
dying_dies: Topic: 6740, Keyword number: 8
queen_mary: Topic: 6740, Keyword number: 9
unified: Topic: 6740, Keyword number: 10
pomp_circumstance: Topic: 6741, Keyword number: 0
favorites_would: Topic: 6741, Keyword number: 1
along_images: Topic: 6741, Keyword number: 2
according_program: Topic: 6741, Keyword number: 3
igor_stravinsky: Topic: 6741, Keyword number: 4
algar_francis: Topic: 6741, Keyword number: 5
historical_period: Topic: 6741, Keyword number: 6
one_critics: Topic: 6741, Keyword number: 7
many_paid: Topic: 6741, Keyword number: 8
reach_mach: Topic: 6741, Keyword number: 9
often_faced: Topic: 6741, Keyword number: 10
rated: Topic: 6741, Keyword number: 11
span: Topic: 6741, Keyword number: 12
thin_red: Topic: 6742, Keyword number: 0
thin: Topic: 6742, Keyword number: 1
stories: Topic: 6742, Keyword number: 2
nature: Topic: 6742, Keyword number: 3
many_stories: Topic: 6742, Keyword number: 4
bookend: Topic: 6742, Keyword number: 5
elias_koteas: Topic: 6742, Keyword number: 6
mess: Topic: 6742, Keyword number: 7
box: Topic: 6742, Keyword number: 8
line_haunted: Topic: 6742, Keyword number: 9
called_childish: Topic: 6742, Keyword number: 10
ever_honestly: Topic: 6742, Keyword number: 11
juvenile_done: Topic: 6742, Keyword number: 12
pro-nature_tubthumping: Topic: 6742, Keyword number: 13
anti-war_message: Topic: 6742, Keyword number: 14
filled_nature: Topic: 6742, Keyword number: 15
rages_film: Topic: 6742, Keyword number: 16
war_rages: Topic: 6742, Keyword number: 17
video_ultimately: Topic: 6742, Keyword number: 18
see_degraded: Topic: 6742, Keyword number: 19
way_sad: Topic: 6742, Keyword number: 20
film_must: Topic: 6742, Keyword number: 21
filmmaking_astounding: Topic: 6742, Keyword number: 22
display_mastery: Topic: 6742, Keyword number: 23
line_astonishing: Topic: 6742, Keyword number: 24
fame_greatly: Topic: 6743, Keyword number: 0
toying: Topic: 6743, Keyword number: 1
unknowing_lies: Topic: 6743, Keyword number: 2
bunny_amanda: Topic: 6743, Keyword number: 3
travolta_fact: Topic: 6743, Keyword number: 4
fairness_noted: Topic: 6743, Keyword number: 5
oscar_bait: Topic: 6744, Keyword number: 0
hell_give: Topic: 6745, Keyword number: 0
know_hearts: Topic: 6745, Keyword number: 1
interested_well: Topic: 6745, Keyword number: 2
explosions_don't: Topic: 6745, Keyword number: 3
reflection: Topic: 6745, Keyword number: 4
cool: Topic: 6745, Keyword number: 5
equally_high: Topic: 6747, Keyword number: 0
invective: Topic: 6747, Keyword number: 1
elements_conspiracy: Topic: 6747, Keyword number: 2
lots_bloodletting: Topic: 6747, Keyword number: 3
begins_fizzle: Topic: 6747, Keyword number: 4
betrayal_subterfuge: Topic: 6747, Keyword number: 5
undercurrents_conspiracy: Topic: 6747, Keyword number: 6
loyal_cause: Topic: 6747, Keyword number: 7
introduced_characters: Topic: 6747, Keyword number: 8
details_revealed: Topic: 6747, Keyword number: 9
regroup_assess: Topic: 6747, Keyword number: 10
fun-to-watch_tactics: Topic: 6747, Keyword number: 11
level_equally: Topic: 6747, Keyword number: 12
moreover_two: Topic: 6747, Keyword number: 13
chidduck_family: Topic: 6747, Keyword number: 14
robin_carrying: Topic: 6747, Keyword number: 15
goes_parker: Topic: 6747, Keyword number: 16
well-to-do_family: Topic: 6747, Keyword number: 17
bravado_arsenal: Topic: 6747, Keyword number: 18
way_hoping: Topic: 6747, Keyword number: 19
actually_two: Topic: 6747, Keyword number: 20
always_choose: Topic: 6747, Keyword number: 21
skills_survive: Topic: 6747, Keyword number: 22
dimwitted: Topic: 6747, Keyword number: 23
giving_usual: Topic: 6747, Keyword number: 24
seemingly-strange: Topic: 6755, Keyword number: 0
heart_amistad: Topic: 6755, Keyword number: 1
hit_many: Topic: 6755, Keyword number: 2
transcendent: Topic: 6755, Keyword number: 3
frantically: Topic: 6755, Keyword number: 4
many_critics: Topic: 6755, Keyword number: 5
end_became: Topic: 6757, Keyword number: 0
shotgun_instead: Topic: 6757, Keyword number: 1
longsword: Topic: 6757, Keyword number: 2
show: Topic: 6758, Keyword number: 0
brother: Topic: 6758, Keyword number: 1
