simply_refuses: Topic: 0, Keyword number: 0
stars: Topic: 4815, Keyword number: 7
role: Topic: 4815, Keyword number: 8
murray: Topic: 4815, Keyword number: 9
kubrick's: Topic: 4815, Keyword number: 10
brings: Topic: 4815, Keyword number: 11
lot_fun: Topic: 4815, Keyword number: 12
deniro: Topic: 4815, Keyword number: 13
husband: Topic: 4815, Keyword number: 14
america: Topic: 4815, Keyword number: 15
attacks: Topic: 4815, Keyword number: 16
president: Topic: 4815, Keyword number: 17
nearly: Topic: 4815, Keyword number: 18
saucers: Topic: 4815, Keyword number: 19
director_may: Topic: 4815, Keyword number: 20
kudrow: Topic: 4815, Keyword number: 21
paul_vitti: Topic: 4815, Keyword number: 22
monica: Topic: 4815, Keyword number: 23
similarly: Topic: 4815, Keyword number: 24
name_sandra: Topic: 4818, Keyword number: 0
develop_sixteen: Topic: 4818, Keyword number: 1
bodies_found: Topic: 4818, Keyword number: 2
goes_bridge: Topic: 4818, Keyword number: 3
pursuing_police: Topic: 4818, Keyword number: 4
ransom_note: Topic: 4818, Keyword number: 5
best_wishes: Topic: 4818, Keyword number: 6
shows_wealthy: Topic: 4818, Keyword number: 7
sixteen_years: Topic: 4818, Keyword number: 8
proposes: Topic: 4818, Keyword number: 9
emotionally: Topic: 4818, Keyword number: 10
instead_speaking: Topic: 4819, Keyword number: 0
sort_passage: Topic: 4819, Keyword number: 1
back_stabs: Topic: 4819, Keyword number: 2
owen: Topic: 4820, Keyword number: 0
demands: Topic: 4820, Keyword number: 1
becomes_slave: Topic: 4820, Keyword number: 2
shows_cleavage: Topic: 4820, Keyword number: 3
mermaid_soundtrack: Topic: 4820, Keyword number: 4
heavy_light: Topic: 4820, Keyword number: 5
confection_heavy: Topic: 4820, Keyword number: 6
incorporating_style: Topic: 4820, Keyword number: 7
genre_purest: Topic: 4820, Keyword number: 8
calgary: Topic: 4820, Keyword number: 9
jackie_best: Topic: 4820, Keyword number: 10
bad_scenes: Topic: 4820, Keyword number: 11
seen_embarrassing: Topic: 4820, Keyword number: 12
wilson_last: Topic: 4820, Keyword number: 13
anything_he's: Topic: 4820, Keyword number: 14
friendly_sioux: Topic: 4820, Keyword number: 15
wang_gives: Topic: 4820, Keyword number: 16
wilson_much: Topic: 4820, Keyword number: 17
payment: Topic: 4820, Keyword number: 18
assistance_english: Topic: 4820, Keyword number: 19
joyful_tribute: Topic: 4820, Keyword number: 20
style_action-comedy: Topic: 4820, Keyword number: 21
ned_dowd: Topic: 4820, Keyword number: 22
entertainment_presents: Topic: 4820, Keyword number: 23
exhausted_run-down: Topic: 4820, Keyword number: 24
commanding_officer: Topic: 4821, Keyword number: 0
soundtrack_handful: Topic: 4821, Keyword number: 1
disney_one: Topic: 4821, Keyword number: 2
slim: Topic: 4822, Keyword number: 0
taels: Topic: 4822, Keyword number: 1
eight: Topic: 4822, Keyword number: 2
eight_taels: Topic: 4822, Keyword number: 3
odds-and-ends: Topic: 4822, Keyword number: 4
gold: Topic: 4822, Keyword number: 5
never_dies: Topic: 4822, Keyword number: 6
fianc: Topic: 4822, Keyword number: 7
choices: Topic: 4822, Keyword number: 8
slim_odds-and-ends: Topic: 4822, Keyword number: 9
cheung: Topic: 4822, Keyword number: 10
taels_gold: Topic: 4822, Keyword number: 11
village: Topic: 4822, Keyword number: 12
china: Topic: 4822, Keyword number: 13
speak: Topic: 4822, Keyword number: 14
chinese: Topic: 4822, Keyword number: 15
fireworks_exploding: Topic: 4822, Keyword number: 16
sylvia_chang: Topic: 4822, Keyword number: 17
sammo_hung: Topic: 4822, Keyword number: 18
sammo: Topic: 4822, Keyword number: 19
exploding: Topic: 4822, Keyword number: 20
high-tech: Topic: 4822, Keyword number: 21
lin: Topic: 4822, Keyword number: 22
pryce: Topic: 4822, Keyword number: 23
man_man: Topic: 4822, Keyword number: 24
greedy: Topic: 4825, Keyword number: 0
winking_affirmation: Topic: 4825, Keyword number: 1
strains_american: Topic: 4825, Keyword number: 2
partly_wish-fulfillment: Topic: 4825, Keyword number: 3
dependent_ability: Topic: 4825, Keyword number: 4
wicked_charm: Topic: 4825, Keyword number: 5
disastrously_self-absorbed: Topic: 4825, Keyword number: 6
empty_holocaust-ravaged: Topic: 4825, Keyword number: 7
helped_define: Topic: 4825, Keyword number: 8
design_thomas: Topic: 4825, Keyword number: 9
although_mars: Topic: 4825, Keyword number: 10
attention_rating: Topic: 4825, Keyword number: 11
special_attention: Topic: 4825, Keyword number: 12
parents_urged: Topic: 4825, Keyword number: 13
first_attack: Topic: 4825, Keyword number: 14
aliens_make: Topic: 4825, Keyword number: 15
malevolence_incarnate: Topic: 4825, Keyword number: 16
way_animated: Topic: 4825, Keyword number: 17
egg-eyes: Topic: 4825, Keyword number: 18
skull-faces_round: Topic: 4825, Keyword number: 19
glistening_atop: Topic: 4825, Keyword number: 20
haas: Topic: 4825, Keyword number: 21
newsman_husband: Topic: 4825, Keyword number: 22
wood_earlier: Topic: 4825, Keyword number: 23
lady_martin: Topic: 4825, Keyword number: 24
angry: Topic: 4826, Keyword number: 0
kubrick: Topic: 4826, Keyword number: 1
humor: Topic: 4826, Keyword number: 2
fun: Topic: 4826, Keyword number: 3
eyes_wide: Topic: 4826, Keyword number: 4
wide: Topic: 4826, Keyword number: 5
tommy: Topic: 4826, Keyword number: 6
may: Topic: 4826, Keyword number: 7
course: Topic: 4826, Keyword number: 8
version: Topic: 4826, Keyword number: 9
goes: Topic: 4826, Keyword number: 10
wide_shut: Topic: 4826, Keyword number: 11
hooker: Topic: 4826, Keyword number: 12
austin_powers: Topic: 4826, Keyword number: 13
keep: Topic: 4826, Keyword number: 14
kind: Topic: 4826, Keyword number: 15
country: Topic: 4826, Keyword number: 16
young: Topic: 4826, Keyword number: 17
saw: Topic: 4826, Keyword number: 18
stanley_kubrick: Topic: 4826, Keyword number: 19
sheen: Topic: 4826, Keyword number: 20
plus: Topic: 4826, Keyword number: 21
trailers: Topic: 4826, Keyword number: 22
costume: Topic: 4826, Keyword number: 23
theaters: Topic: 4826, Keyword number: 24
purely_mind's: Topic: 4830, Keyword number: 0
power_marvelous: Topic: 4830, Keyword number: 1
idea_appear: Topic: 4830, Keyword number: 2
givya_piece: Topic: 4830, Keyword number: 3
purely: Topic: 4830, Keyword number: 4
handles_profitable: Topic: 4830, Keyword number: 5
subsidies: Topic: 4830, Keyword number: 6
c-span_house: Topic: 4830, Keyword number: 7
form: Topic: 4830, Keyword number: 8
hollywood_screenwriter: Topic: 4832, Keyword number: 0
happens_leads: Topic: 4833, Keyword number: 0
everything_back: Topic: 4833, Keyword number: 1
lot_action: Topic: 4833, Keyword number: 2
joking_especially: Topic: 4833, Keyword number: 3
marty_must: Topic: 4833, Keyword number: 4
happen_marty: Topic: 4833, Keyword number: 5
high-tech_future: Topic: 4833, Keyword number: 6
everyone_movies: Topic: 4833, Keyword number: 7
years_future: Topic: 4833, Keyword number: 8
everything's: Topic: 4833, Keyword number: 9
zany: Topic: 4833, Keyword number: 10
dvd: Topic: 4836, Keyword number: 0
understanding_happening: Topic: 4836, Keyword number: 1
unfortunately_dread: Topic: 4836, Keyword number: 2
party-goers: Topic: 4836, Keyword number: 3
combination_strong: Topic: 4836, Keyword number: 4
artisan: Topic: 4836, Keyword number: 5
release_urge: Topic: 4836, Keyword number: 6
sci-fi_channel: Topic: 4836, Keyword number: 7
scenes_alternate: Topic: 4836, Keyword number: 8
screen_word: Topic: 4836, Keyword number: 9
video_instead: Topic: 4836, Keyword number: 10
viewed_actual: Topic: 4836, Keyword number: 11
frighteningly_close: Topic: 4836, Keyword number: 12
camera_reality: Topic: 4836, Keyword number: 13
standard_home: Topic: 4836, Keyword number: 14
guarantee_get: Topic: 4836, Keyword number: 15
though_guarantee: Topic: 4836, Keyword number: 16
close_theater: Topic: 4836, Keyword number: 17
recommend_sitting: Topic: 4836, Keyword number: 18
fancy_camera: Topic: 4836, Keyword number: 19
witch_film: Topic: 4836, Keyword number: 20
documentarians_supposedly: Topic: 4836, Keyword number: 21
starts_creep: Topic: 4836, Keyword number: 22
everything_okay: Topic: 4836, Keyword number: 23
spine_waits: Topic: 4836, Keyword number: 24
decorated: Topic: 4837, Keyword number: 0
scum-sucking_losers: Topic: 4837, Keyword number: 1
accent_would: Topic: 4837, Keyword number: 2
opportunity_every: Topic: 4837, Keyword number: 3
even_remarkably: Topic: 4837, Keyword number: 4
various_areas: Topic: 4837, Keyword number: 5
oddest_way: Topic: 4837, Keyword number: 6
oddest: Topic: 4837, Keyword number: 7
night_coen: Topic: 4837, Keyword number: 8
bloomington: Topic: 4837, Keyword number: 9
mirror_may: Topic: 4837, Keyword number: 10
struggles: Topic: 4837, Keyword number: 11
disposable: Topic: 4837, Keyword number: 12
method_solving: Topic: 4838, Keyword number: 0
prayer: Topic: 4838, Keyword number: 1
showcase_actors: Topic: 4841, Keyword number: 0
rushmore: Topic: 4844, Keyword number: 0
rushmore_overcome: Topic: 4844, Keyword number: 1
point_it's: Topic: 4844, Keyword number: 2
reason_good: Topic: 4844, Keyword number: 3
ballot_complete: Topic: 4844, Keyword number: 4
murray's_absense: Topic: 4844, Keyword number: 5
certainly_deserved: Topic: 4844, Keyword number: 6
picture_material: Topic: 4844, Keyword number: 7
year_completely: Topic: 4844, Keyword number: 8
arts_sciences: Topic: 4844, Keyword number: 9
sciences: Topic: 4844, Keyword number: 10
rosemary_herman: Topic: 4844, Keyword number: 11
williams_funds: Topic: 4844, Keyword number: 12
writing_producing: Topic: 4844, Keyword number: 13
organizing_school's: Topic: 4844, Keyword number: 14
braces_glasses: Topic: 4844, Keyword number: 15
intriguing_behind: Topic: 4844, Keyword number: 16
felt_happy: Topic: 4844, Keyword number: 17
watery: Topic: 4844, Keyword number: 18
expulsion: Topic: 4844, Keyword number: 19
gives_movie: Topic: 4844, Keyword number: 20
herman_blume: Topic: 4844, Keyword number: 21
rushmore_academy: Topic: 4844, Keyword number: 22
nod: Topic: 4844, Keyword number: 23
steals_show: Topic: 4844, Keyword number: 24
new_remote: Topic: 4845, Keyword number: 0
life_watches: Topic: 4845, Keyword number: 1
giving_thin: Topic: 4845, Keyword number: 2
movie_truman: Topic: 4845, Keyword number: 3
critics_loved: Topic: 4845, Keyword number: 4
received_better: Topic: 4845, Keyword number: 5
town: Topic: 4846, Keyword number: 0
magic_town: Topic: 4846, Keyword number: 1
well-advised: Topic: 4846, Keyword number: 2
entertaining_motion: Topic: 4846, Keyword number: 3
delightfully_entertaining: Topic: 4846, Keyword number: 4
town_delightfully: Topic: 4846, Keyword number: 5
age_cynicism: Topic: 4846, Keyword number: 6
anyway_age: Topic: 4846, Keyword number: 7
deserve_one: Topic: 4846, Keyword number: 8
wrapped_nicely: Topic: 4846, Keyword number: 9
feel-good_picture: Topic: 4846, Keyword number: 10
script-writer: Topic: 4846, Keyword number: 11
fruitition_film: Topic: 4846, Keyword number: 12
you're_always: Topic: 4846, Keyword number: 13
deceiving: Topic: 4846, Keyword number: 14
usual_there's: Topic: 4846, Keyword number: 15
since_stewart: Topic: 4846, Keyword number: 16
actors_make: Topic: 4846, Keyword number: 17
it's_calibre: Topic: 4846, Keyword number: 18
wrong_plot: Topic: 4846, Keyword number: 19
he's_wrong: Topic: 4846, Keyword number: 20
see_he's: Topic: 4846, Keyword number: 21
woman_begins: Topic: 4846, Keyword number: 22
love_town: Topic: 4846, Keyword number: 23
poll-takers: Topic: 4846, Keyword number: 24
car_chases: Topic: 4848, Keyword number: 0
i'll_shoot: Topic: 4849, Keyword number: 0
unstable_man: Topic: 4849, Keyword number: 1
average: Topic: 4849, Keyword number: 2
four_oscar: Topic: 4851, Keyword number: 0
received_four: Topic: 4851, Keyword number: 1
think_male: Topic: 4851, Keyword number: 2
worldwide_rumored: Topic: 4851, Keyword number: 3
wilkinson: Topic: 4851, Keyword number: 4
gerald: Topic: 4851, Keyword number: 5
addy: Topic: 4851, Keyword number: 6
run_problems: Topic: 4851, Keyword number: 7
whole_lot: Topic: 4851, Keyword number: 8
nomination: Topic: 4851, Keyword number: 9
trunchbull: Topic: 4854, Keyword number: 0
miss_trunchbull: Topic: 4854, Keyword number: 1
fbi: Topic: 4854, Keyword number: 2
lest_misunderstand: Topic: 4854, Keyword number: 3
entertainment_holes: Topic: 4854, Keyword number: 4
holes_ruin: Topic: 4854, Keyword number: 5
mafia_perfect: Topic: 4854, Keyword number: 6
time_rejoice: Topic: 4854, Keyword number: 7
theater_child: Topic: 4854, Keyword number: 8
reubens_fbi: Topic: 4854, Keyword number: 9
trunchbull_making: Topic: 4854, Keyword number: 10
word_devito: Topic: 4854, Keyword number: 11
adaptation_little: Topic: 4854, Keyword number: 12
swicord_contributed: Topic: 4854, Keyword number: 13
coincidence_matilda: Topic: 4854, Keyword number: 14
big_you're: Topic: 4854, Keyword number: 15
story_promotes: Topic: 4854, Keyword number: 16
matilda's_television-addicted: Topic: 4854, Keyword number: 17
stealing_dessert: Topic: 4854, Keyword number: 18
hammer_later: Topic: 4854, Keyword number: 19
pig-tails_flung: Topic: 4854, Keyword number: 20
matilda_james: Topic: 4854, Keyword number: 21
inspired_note: Topic: 4854, Keyword number: 22
cruelty_spring's: Topic: 4854, Keyword number: 23
spring's: Topic: 4854, Keyword number: 24
cop_carter: Topic: 4855, Keyword number: 0
unusual_duet: Topic: 4855, Keyword number: 1
duo: Topic: 4855, Keyword number: 2
involving_girlfriend: Topic: 4857, Keyword number: 0
since_spaceballs: Topic: 4857, Keyword number: 1
film: Topic: 4858, Keyword number: 0
movie: Topic: 4858, Keyword number: 1
one: Topic: 4858, Keyword number: 2
character: Topic: 4858, Keyword number: 3
it's: Topic: 4858, Keyword number: 4
without: Topic: 4858, Keyword number: 5
goes: Topic: 4858, Keyword number: 6
seems: Topic: 4858, Keyword number: 7
though: Topic: 4858, Keyword number: 8
guy: Topic: 4858, Keyword number: 9
next: Topic: 4858, Keyword number: 10
real: Topic: 4858, Keyword number: 11
much: Topic: 4858, Keyword number: 12
pretty: Topic: 4858, Keyword number: 13
edward: Topic: 4858, Keyword number: 14
version: Topic: 4858, Keyword number: 15
woman: Topic: 4858, Keyword number: 16
scenes: Topic: 4858, Keyword number: 17
isn't: Topic: 4858, Keyword number: 18
probably: Topic: 4858, Keyword number: 19
another: Topic: 4858, Keyword number: 20
find: Topic: 4858, Keyword number: 21
gibson: Topic: 4858, Keyword number: 22
james: Topic: 4858, Keyword number: 23
says: Topic: 4858, Keyword number: 24
tenebrae: Topic: 4859, Keyword number: 0
giallo: Topic: 4859, Keyword number: 1
mysteries: Topic: 4859, Keyword number: 2
everyone's_terror: Topic: 4859, Keyword number: 3
panache_proof: Topic: 4859, Keyword number: 4
recent_stendhal: Topic: 4859, Keyword number: 5
it's_essential: Topic: 4859, Keyword number: 6
visuals_alone: Topic: 4859, Keyword number: 7
communicating: Topic: 4859, Keyword number: 8
accidentally_stumbles: Topic: 4859, Keyword number: 9
wandering_streets: Topic: 4859, Keyword number: 10
upset_girl: Topic: 4859, Keyword number: 11
scenes_tenebrae: Topic: 4859, Keyword number: 12
filmmakers_world: Topic: 4859, Keyword number: 13
one_exciting: Topic: 4859, Keyword number: 14
careless: Topic: 4859, Keyword number: 15
assume_rider: Topic: 4859, Keyword number: 16
would_assume: Topic: 4859, Keyword number: 17
owes_better: Topic: 4859, Keyword number: 18
fuzzy_say: Topic: 4859, Keyword number: 19
motivations_psychologically: Topic: 4859, Keyword number: 20
neal_along: Topic: 4859, Keyword number: 21
belonged: Topic: 4859, Keyword number: 22
permeated: Topic: 4859, Keyword number: 23
hero_killer: Topic: 4859, Keyword number: 24
larry_flynt: Topic: 4861, Keyword number: 0
disney: Topic: 4861, Keyword number: 1
larry: Topic: 4861, Keyword number: 2
harrelson: Topic: 4861, Keyword number: 3
freedom: Topic: 4861, Keyword number: 4
hustler: Topic: 4861, Keyword number: 5
courtney: Topic: 4861, Keyword number: 6
evil: Topic: 4861, Keyword number: 7
level: Topic: 4861, Keyword number: 8
great_picture: Topic: 4861, Keyword number: 9
blah: Topic: 4861, Keyword number: 10
paradox: Topic: 4861, Keyword number: 11
americans: Topic: 4861, Keyword number: 12
forever: Topic: 4861, Keyword number: 13
beyond: Topic: 4861, Keyword number: 14
much: Topic: 4861, Keyword number: 15
hurry_five: Topic: 4861, Keyword number: 16
sebastian_flounder: Topic: 4861, Keyword number: 17
mermaid_revolution: Topic: 4861, Keyword number: 18
pricks: Topic: 4861, Keyword number: 19
help_ariel: Topic: 4861, Keyword number: 20
scholl's: Topic: 4861, Keyword number: 21
feet_something: Topic: 4861, Keyword number: 22
worst_asses: Topic: 4861, Keyword number: 23
ariel_saves: Topic: 4861, Keyword number: 24
memento: Topic: 4863, Keyword number: 0
anna: Topic: 4863, Keyword number: 1
film's: Topic: 4863, Keyword number: 2
seen: Topic: 4863, Keyword number: 3
extraordinary: Topic: 4863, Keyword number: 4
artists: Topic: 4863, Keyword number: 5
country's: Topic: 4863, Keyword number: 6
never: Topic: 4863, Keyword number: 7
contrast_movie's: Topic: 4863, Keyword number: 8
use_flag: Topic: 4863, Keyword number: 9
spielberg_trusted: Topic: 4863, Keyword number: 10
era_spielberg: Topic: 4863, Keyword number: 11
worthless_film: Topic: 4863, Keyword number: 12
proves_however: Topic: 4863, Keyword number: 13
shoulders_rest: Topic: 4863, Keyword number: 14
condemn_war: Topic: 4863, Keyword number: 15
burns_team: Topic: 4863, Keyword number: 16
astonishing_perfection: Topic: 4863, Keyword number: 17
