terrorist: Topic: 0, Keyword number: 0
one: Topic: 464, Keyword number: 1
it's: Topic: 464, Keyword number: 2
movie: Topic: 464, Keyword number: 3
character: Topic: 464, Keyword number: 4
people: Topic: 464, Keyword number: 5
life: Topic: 464, Keyword number: 6
little: Topic: 464, Keyword number: 7
first: Topic: 464, Keyword number: 8
see: Topic: 464, Keyword number: 9
never: Topic: 464, Keyword number: 10
also: Topic: 464, Keyword number: 11
would: Topic: 464, Keyword number: 12
great: Topic: 464, Keyword number: 13
even: Topic: 464, Keyword number: 14
way: Topic: 464, Keyword number: 15
like: Topic: 464, Keyword number: 16
characters: Topic: 464, Keyword number: 17
seems: Topic: 464, Keyword number: 18
may: Topic: 464, Keyword number: 19
sense: Topic: 464, Keyword number: 20
well: Topic: 464, Keyword number: 21
could: Topic: 464, Keyword number: 22
don't: Topic: 464, Keyword number: 23
things: Topic: 464, Keyword number: 24
amarcord: Topic: 465, Keyword number: 0
fellini's: Topic: 465, Keyword number: 1
views: Topic: 465, Keyword number: 2
depict: Topic: 465, Keyword number: 3
mussolini's: Topic: 465, Keyword number: 4
federico: Topic: 465, Keyword number: 5
regime: Topic: 465, Keyword number: 6
colours: Topic: 465, Keyword number: 7
magical: Topic: 465, Keyword number: 8
line_get: Topic: 465, Keyword number: 9
turn_tide: Topic: 465, Keyword number: 10
writing_british: Topic: 465, Keyword number: 11
loaned: Topic: 465, Keyword number: 12
somewhat_embarrassed: Topic: 465, Keyword number: 13
impression_robin: Topic: 465, Keyword number: 14
elvis_impression: Topic: 465, Keyword number: 15
moments_meant: Topic: 465, Keyword number: 16
horror_uses: Topic: 465, Keyword number: 17
zero-sum_answer: Topic: 465, Keyword number: 18
doors_pattern-like: Topic: 465, Keyword number: 19
goes_plot: Topic: 465, Keyword number: 20
revolutionary_effort: Topic: 465, Keyword number: 21
odd_split-screen: Topic: 465, Keyword number: 22
directing_style: Topic: 465, Keyword number: 23
likely_pouring: Topic: 465, Keyword number: 24
onegin: Topic: 466, Keyword number: 0
garth: Topic: 466, Keyword number: 1
larry: Topic: 466, Keyword number: 2
salesmen: Topic: 466, Keyword number: 3
phil: Topic: 466, Keyword number: 4
big_kahuna: Topic: 466, Keyword number: 5
suite: Topic: 466, Keyword number: 6
hospitality_suite: Topic: 466, Keyword number: 7
cassandra: Topic: 466, Keyword number: 8
herskovitz: Topic: 466, Keyword number: 9
wayne's: Topic: 466, Keyword number: 10
fiennes: Topic: 466, Keyword number: 11
sales_pitch: Topic: 466, Keyword number: 12
wayne's_world: Topic: 466, Keyword number: 13
wayne_garth: Topic: 466, Keyword number: 14
marco's: Topic: 466, Keyword number: 15
lowe: Topic: 466, Keyword number: 16
martha_fiennes: Topic: 466, Keyword number: 17
attitude: Topic: 466, Keyword number: 18
martha: Topic: 466, Keyword number: 19
room: Topic: 466, Keyword number: 20
product: Topic: 466, Keyword number: 21
sell: Topic: 466, Keyword number: 22
suite_three: Topic: 466, Keyword number: 23
garth_algar: Topic: 466, Keyword number: 24
military: Topic: 467, Keyword number: 0
hitchcock: Topic: 467, Keyword number: 1
mutha--shut_mouth: Topic: 467, Keyword number: 2
shaft_first: Topic: 467, Keyword number: 3
visual_trick: Topic: 467, Keyword number: 4
bravado_even: Topic: 467, Keyword number: 5
energetic_bravado: Topic: 467, Keyword number: 6
great_easily: Topic: 467, Keyword number: 7
throughout_film--on: Topic: 467, Keyword number: 8
singleton_wisely: Topic: 467, Keyword number: 9
song_singleton: Topic: 467, Keyword number: 10
sequence--scored: Topic: 467, Keyword number: 11
familiar_look: Topic: 467, Keyword number: 12
shaft_movie: Topic: 467, Keyword number: 13
really_action: Topic: 467, Keyword number: 14
singleton_proves: Topic: 467, Keyword number: 15
scene_singleton: Topic: 467, Keyword number: 16
shaft_doesn't: Topic: 467, Keyword number: 17
credits_aside: Topic: 467, Keyword number: 18
jackson_also: Topic: 467, Keyword number: 19
price_singleton: Topic: 467, Keyword number: 20
simply_given: Topic: 467, Keyword number: 21
roundtree_simply: Topic: 467, Keyword number: 22
carmen_vasquez: Topic: 467, Keyword number: 23
shaft's_sidekick: Topic: 467, Keyword number: 24
doll: Topic: 468, Keyword number: 0
child's: Topic: 468, Keyword number: 1
isn't_bad: Topic: 468, Keyword number: 2
precisely: Topic: 468, Keyword number: 3
short_typical: Topic: 468, Keyword number: 4
kid's_doll: Topic: 468, Keyword number: 5
many_horror: Topic: 468, Keyword number: 6
retread: Topic: 468, Keyword number: 7
typical_horror: Topic: 468, Keyword number: 8
andy: Topic: 468, Keyword number: 9
detective: Topic: 468, Keyword number: 10
sense_humor: Topic: 468, Keyword number: 11
converted_oil: Topic: 468, Keyword number: 12
convincing_uplifting: Topic: 468, Keyword number: 13
problems_clich: Topic: 468, Keyword number: 14
produce_authentic: Topic: 468, Keyword number: 15
build-up_movie: Topic: 468, Keyword number: 16
roberta_lack: Topic: 468, Keyword number: 17
work_angela: Topic: 468, Keyword number: 18
streep_it's: Topic: 468, Keyword number: 19
craven_finds: Topic: 468, Keyword number: 20
feel-good_material: Topic: 468, Keyword number: 21
intimate_scale: Topic: 468, Keyword number: 22
energetic_heroine: Topic: 468, Keyword number: 23
they're_dissuasive: Topic: 468, Keyword number: 24
humbert: Topic: 469, Keyword number: 0
tyler: Topic: 469, Keyword number: 1
archer: Topic: 469, Keyword number: 2
willie: Topic: 469, Keyword number: 3
olenska: Topic: 469, Keyword number: 4
archer's: Topic: 469, Keyword number: 5
something_like: Topic: 469, Keyword number: 6
troy's: Topic: 469, Keyword number: 7
langella: Topic: 469, Keyword number: 8
quilty: Topic: 469, Keyword number: 9
swain_plays: Topic: 469, Keyword number: 10
dominique_swain: Topic: 469, Keyword number: 11
swain: Topic: 469, Keyword number: 12
end_humbert: Topic: 469, Keyword number: 13
weeps: Topic: 469, Keyword number: 14
humbert_telling: Topic: 469, Keyword number: 15
pedophile: Topic: 469, Keyword number: 16
feel_good: Topic: 469, Keyword number: 17
anticlimactic: Topic: 469, Keyword number: 18
foot: Topic: 469, Keyword number: 19
thought: Topic: 469, Keyword number: 20
woodward_narration: Topic: 469, Keyword number: 21
viewing_central: Topic: 469, Keyword number: 22
scorsese_hallmarks: Topic: 469, Keyword number: 23
everywhere_patient: Topic: 469, Keyword number: 24
rudy's: Topic: 470, Keyword number: 0
insurance: Topic: 470, Keyword number: 1
rainmaker: Topic: 470, Keyword number: 2
rudy: Topic: 470, Keyword number: 3
will's: Topic: 470, Keyword number: 4
insurance_company: Topic: 470, Keyword number: 5
matt_damon: Topic: 470, Keyword number: 6
coppola's: Topic: 470, Keyword number: 7
low_key: Topic: 470, Keyword number: 8
law_movie: Topic: 470, Keyword number: 9
corrupt_insurance: Topic: 470, Keyword number: 10
legal_situations: Topic: 470, Keyword number: 11
leo: Topic: 470, Keyword number: 12
dramatic_turn: Topic: 470, Keyword number: 13
mit: Topic: 470, Keyword number: 14
insurance_company's: Topic: 470, Keyword number: 15
jon_voight: Topic: 470, Keyword number: 16
voight: Topic: 470, Keyword number: 17
coppola: Topic: 470, Keyword number: 18
case_also: Topic: 470, Keyword number: 19
bar_exam: Topic: 470, Keyword number: 20
exam: Topic: 470, Keyword number: 21
rudy_baylor: Topic: 470, Keyword number: 22
baylor: Topic: 470, Keyword number: 23
damon_plays: Topic: 470, Keyword number: 24
pop: Topic: 471, Keyword number: 0
heroin: Topic: 471, Keyword number: 1
trainspotting: Topic: 471, Keyword number: 2
renton: Topic: 471, Keyword number: 3
obsessive: Topic: 471, Keyword number: 4
boyle: Topic: 471, Keyword number: 5
cup: Topic: 471, Keyword number: 6
baz_luhrmann: Topic: 471, Keyword number: 7
gets_clean: Topic: 471, Keyword number: 8
accents: Topic: 471, Keyword number: 9
adventures: Topic: 471, Keyword number: 10
almost_depressing: Topic: 471, Keyword number: 11
performer: Topic: 471, Keyword number: 12
jefferson_airplane: Topic: 471, Keyword number: 13
otis_redding: Topic: 471, Keyword number: 14
jefferson: Topic: 471, Keyword number: 15
values: Topic: 471, Keyword number: 16
without_unintentionally: Topic: 471, Keyword number: 17
unreliable_capable: Topic: 471, Keyword number: 18
seemed_pass: Topic: 471, Keyword number: 19
dawn_bea: Topic: 471, Keyword number: 20
starting_wear: Topic: 471, Keyword number: 21
permanently_harmed: Topic: 471, Keyword number: 22
living_countercultural: Topic: 471, Keyword number: 23
mother's_loose: Topic: 471, Keyword number: 24
africans: Topic: 472, Keyword number: 0
van: Topic: 472, Keyword number: 1
ship: Topic: 472, Keyword number: 2
slavery: Topic: 472, Keyword number: 3
cinque: Topic: 472, Keyword number: 4
adams: Topic: 472, Keyword number: 5
case: Topic: 472, Keyword number: 6
van_buren: Topic: 472, Keyword number: 7
buren: Topic: 472, Keyword number: 8
free: Topic: 472, Keyword number: 9
mcconaughey: Topic: 472, Keyword number: 10
court: Topic: 472, Keyword number: 11
hounsou: Topic: 472, Keyword number: 12
legal: Topic: 472, Keyword number: 13
slaves: Topic: 472, Keyword number: 14
hopkins: Topic: 472, Keyword number: 15
baldwin: Topic: 472, Keyword number: 16
spielberg's: Topic: 472, Keyword number: 17
abolitionists: Topic: 472, Keyword number: 18
quincy_adams: Topic: 472, Keyword number: 19
john_quincy: Topic: 472, Keyword number: 20
quincy: Topic: 472, Keyword number: 21
supreme: Topic: 472, Keyword number: 22
states: Topic: 472, Keyword number: 23
president: Topic: 472, Keyword number: 24
babe: Topic: 473, Keyword number: 0
pig: Topic: 473, Keyword number: 1
pig_city: Topic: 473, Keyword number: 2
babe_pig: Topic: 473, Keyword number: 3
city: Topic: 473, Keyword number: 4
maggie: Topic: 473, Keyword number: 5
cappie: Topic: 473, Keyword number: 6
fugly: Topic: 473, Keyword number: 7
hoggett: Topic: 473, Keyword number: 8
unique: Topic: 473, Keyword number: 9
fugly_floom: Topic: 473, Keyword number: 10
floom: Topic: 473, Keyword number: 11
flealands: Topic: 473, Keyword number: 12
corey_haim: Topic: 473, Keyword number: 13
haim: Topic: 473, Keyword number: 14
corey: Topic: 473, Keyword number: 15
insects: Topic: 473, Keyword number: 16
fable: Topic: 473, Keyword number: 17
reports: Topic: 473, Keyword number: 18
enchanting: Topic: 473, Keyword number: 19
greatness: Topic: 473, Keyword number: 20
dark: Topic: 473, Keyword number: 21
hoggett's: Topic: 473, Keyword number: 22
wish_would: Topic: 473, Keyword number: 23
ferdinand_duck: Topic: 473, Keyword number: 24
film: Topic: 474, Keyword number: 0
even: Topic: 474, Keyword number: 1
horizon: Topic: 474, Keyword number: 2
event: Topic: 474, Keyword number: 3
get: Topic: 474, Keyword number: 4
event_horizon: Topic: 474, Keyword number: 5
quite: Topic: 474, Keyword number: 6
story: Topic: 474, Keyword number: 7
like: Topic: 474, Keyword number: 8
really: Topic: 474, Keyword number: 9
team: Topic: 474, Keyword number: 10
one: Topic: 474, Keyword number: 11
crime: Topic: 474, Keyword number: 12
together: Topic: 474, Keyword number: 13
home: Topic: 474, Keyword number: 14
well: Topic: 474, Keyword number: 15
suspense: Topic: 474, Keyword number: 16
played: Topic: 474, Keyword number: 17
many: Topic: 474, Keyword number: 18
good: Topic: 474, Keyword number: 19
friend: Topic: 474, Keyword number: 20
horror: Topic: 474, Keyword number: 21
i've: Topic: 474, Keyword number: 22
ever: Topic: 474, Keyword number: 23
crew: Topic: 474, Keyword number: 24
gay: Topic: 475, Keyword number: 0
less_ordinary: Topic: 475, Keyword number: 1
williams: Topic: 475, Keyword number: 2
idiot_brothers: Topic: 475, Keyword number: 3
roll_fable: Topic: 475, Keyword number: 4
non-stop: Topic: 475, Keyword number: 5
askew: Topic: 475, Keyword number: 6
live_performances: Topic: 475, Keyword number: 7
tracheotomy: Topic: 475, Keyword number: 8
cleavage_looks: Topic: 475, Keyword number: 9
well_anymore: Topic: 475, Keyword number: 10
don't_play: Topic: 475, Keyword number: 11
looks_don't: Topic: 475, Keyword number: 12
barbie-doll_looks: Topic: 475, Keyword number: 13
whose_barbie-doll: Topic: 475, Keyword number: 14
buddy/weight-lifter: Topic: 475, Keyword number: 15
marries_instead: Topic: 475, Keyword number: 16
good_punch: Topic: 475, Keyword number: 17
mind_screaming: Topic: 475, Keyword number: 18
definitely_snl: Topic: 475, Keyword number: 19
chris_definitely: Topic: 475, Keyword number: 20
knot-tieing: Topic: 475, Keyword number: 21
ghetto_blaster: Topic: 475, Keyword number: 22
blaster: Topic: 475, Keyword number: 23
guest-quarter_exile: Topic: 475, Keyword number: 24
completly: Topic: 476, Keyword number: 0
fred: Topic: 476, Keyword number: 1
sally: Topic: 476, Keyword number: 2
fast_food: Topic: 476, Keyword number: 3
sociology: Topic: 476, Keyword number: 4
thursday: Topic: 476, Keyword number: 5
house_suburb: Topic: 476, Keyword number: 6
drew_barrymore's: Topic: 476, Keyword number: 7
barrymore's: Topic: 476, Keyword number: 8
dorian's: Topic: 476, Keyword number: 9
food_restaurant: Topic: 476, Keyword number: 10
unborn_child: Topic: 476, Keyword number: 11
sally's_unborn: Topic: 476, Keyword number: 12
sally's: Topic: 476, Keyword number: 13
luke_wilson: Topic: 476, Keyword number: 14
suburb: Topic: 476, Keyword number: 15
wilson: Topic: 476, Keyword number: 16
romantic_comedy: Topic: 476, Keyword number: 17
helicopter: Topic: 476, Keyword number: 18
coppola's_godfather: Topic: 476, Keyword number: 19
great_vehicle: Topic: 476, Keyword number: 20
surprise_great: Topic: 476, Keyword number: 21
one_pleasant: Topic: 476, Keyword number: 22
cons_bickering: Topic: 476, Keyword number: 23
roles_even: Topic: 476, Keyword number: 24
ghost: Topic: 477, Keyword number: 0
beloved: Topic: 477, Keyword number: 1
dog: Topic: 477, Keyword number: 2
sethe: Topic: 477, Keyword number: 3
paul: Topic: 477, Keyword number: 4
winfrey: Topic: 477, Keyword number: 5
plantation: Topic: 477, Keyword number: 6
morrison's: Topic: 477, Keyword number: 7
louise: Topic: 477, Keyword number: 8
demme: Topic: 477, Keyword number: 9
demme's: Topic: 477, Keyword number: 10
denver: Topic: 477, Keyword number: 11
newton: Topic: 477, Keyword number: 12
thandie: Topic: 477, Keyword number: 13
cartoon: Topic: 477, Keyword number: 14
slaves: Topic: 477, Keyword number: 15
dog's: Topic: 477, Keyword number: 16
suggs: Topic: 477, Keyword number: 17
kimberly_elise: Topic: 477, Keyword number: 18
kimberly: Topic: 477, Keyword number: 19
run_away: Topic: 477, Keyword number: 20
oprah_winfrey: Topic: 477, Keyword number: 21
danny_glover: Topic: 477, Keyword number: 22
glover: Topic: 477, Keyword number: 23
thandie_newton: Topic: 477, Keyword number: 24
dubey: Topic: 478, Keyword number: 0
economic_dealings: Topic: 478, Keyword number: 1
messy_boss: Topic: 478, Keyword number: 2
bloody_footprints: Topic: 478, Keyword number: 3
disquieting_resonance: Topic: 478, Keyword number: 4
rather_dubious: Topic: 478, Keyword number: 5
however_it'd: Topic: 478, Keyword number: 6
unseen_sickly: Topic: 478, Keyword number: 7
generic_nature: Topic: 478, Keyword number: 8
slightly_scissor-happy: Topic: 478, Keyword number: 9
kubrick_elicits: Topic: 478, Keyword number: 10
achieve_deeper: Topic: 478, Keyword number: 11
necessary_achieve: Topic: 478, Keyword number: 12
fidelity_looks: Topic: 478, Keyword number: 13
unappealing_mood: Topic: 478, Keyword number: 14
kubrick_envisioned: Topic: 478, Keyword number: 15
creepy_orgy: Topic: 478, Keyword number: 16
mansion_ritualistic: Topic: 478, Keyword number: 17
hooker_approaches: Topic: 478, Keyword number: 18
just-deceased_patient: Topic: 478, Keyword number: 19
around_someone: Topic: 478, Keyword number: 20
play_around: Topic: 478, Keyword number: 21
nearly_year: Topic: 478, Keyword number: 22
camera_uncanny: Topic: 478, Keyword number: 23
takes_unparalleled: Topic: 478, Keyword number: 24
life: Topic: 479, Keyword number: 0
music: Topic: 479, Keyword number: 1
girl: Topic: 479, Keyword number: 2
heart: Topic: 479, Keyword number: 3
well: Topic: 479, Keyword number: 4
within: Topic: 479, Keyword number: 5
name: Topic: 479, Keyword number: 6
use: Topic: 479, Keyword number: 7
character: Topic: 479, Keyword number: 8
still: Topic: 479, Keyword number: 9
dramatic: Topic: 479, Keyword number: 10
solid: Topic: 479, Keyword number: 11
part: Topic: 479, Keyword number: 12
music_heart: Topic: 479, Keyword number: 13
julia: Topic: 479, Keyword number: 14
rose: Topic: 479, Keyword number: 15
women: Topic: 479, Keyword number: 16
never: Topic: 479, Keyword number: 17
idea: Topic: 479, Keyword number: 18
movies: Topic: 479, Keyword number: 19
performance: Topic: 479, Keyword number: 20
don't: Topic: 479, Keyword number: 21
asked: Topic: 479, Keyword number: 22
moments: Topic: 479, Keyword number: 23
born: Topic: 479, Keyword number: 24
men: Topic: 480, Keyword number: 0
group: Topic: 480, Keyword number: 1
although: Topic: 480, Keyword number: 2
movies: Topic: 480, Keyword number: 3
michael: Topic: 480, Keyword number: 4
hollow: Topic: 480, Keyword number: 5
actors: Topic: 480, Keyword number: 6
